GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AG3001,AH0001,AH0002,AH0003,AH0004,AH0005,AH0006,AH0007,AH0008,AH0009,AH0010,AH0011,AH0012,AH0013,AH0014,AH0015,AH0016,AH0017,AH0018,AH0019,AH0020,AH0021,AH0022,AH0023,AH0024,AH0025,AH0026,AH0027,AH0028,AH0029,AH0030,AH0031,AH0032,AH0033,AH0034,AH0035,AH0036,AH0037,AH0038,AH0039,AH0040,AH0041,AH0042,AH0043,AH0044,AH0045,AH0046,AH0047,AH0048,AH0049,AH0050,AH0051,AH0052,AH0053,AH0054,AH0055,AH0056,AH0057,AH0058,AH0059,AH0060,AH0061,AH0062,AH0063,AH0064,AH0065,AH0066,AH0067,AH0068,AH0069,AH0070,AH0071,AH0072,AH0073,AH0074,AH0075,AH0076,AH0077,AH0078,AH0079,AH0080,AH0081,AH0082,AH0083,AH0084,AH0085,AH0086,AH0087,AH0088,AH0089,AH0090,AH0091,AH0092,AH0093,AH0094,AH0095,AH0096,AH0097,AH0098,AH0099,AH0100,AH0101,AH0102,AH0103,AH0104,AH0105,AH0106,AH0107,AH0108,AH0109,AH0110,AH0111,AH0112,AH0113,AH0114,AH0115,AH0116,AH0117,AH0118,AH0119,AH0120,AH0121,AH0122,AH0123,AH0124,AH0125,AH0126,AH0127,AH0128,AH0129,AH0130,AH0131,AH0132,AH0133,AH0134,AH0135,AH0136,AH0137,AH0138,AH0139,AH0140,AH0141,AH0142,AH0143,AH0144,AH0145,AH0146,AH0147,AH0148,AH0149,AH0150,AH0151,AH0152,AH0153,AH0154,AH0155,AH0156,AH0157,AH0158,AH0159,AH0160,AH0161,AH0162,AH0163,AH0164,AH0165,AH0166,AH0167,AH0168,AH0169,AH0170,AH0171,AH0172,AH0173,AH0174,AH0175,AH0176,AH0177,AH0178,AH0179,AH0180,AH2001,AH2002,AH2003,AH2004,AH2005,AH2006,AH2007,AH2008,AH2009,AH2010,AH2011,AH2012,AG9001,AG9002,AG9003,AG9004,AG9005,AG9006,AG9007,AG9008,AG9009,AG9010,AG9011,AG9012,AG9013,AG9014,AG9015,AG9016,AG9017,AG9018,AG9019,AG9020,AG9021,AHA001,AHB001,AHB002
"G2100070","1860","Kentucky","210","Ballard","0070","Ballard",8692,126,104,455,482,499,480,478,454,404,400,733,585,445,360,266,221,148,123,74,57,18,16,6,8,0,1,0,0,0,0,0,0,3,2,4,2,3,2,1,0,1,2,1,2,1,1,0,1,3,0,0,0,1,1,0,0,0,0,0,0,32,31,131,156,134,149,135,130,109,101,138,154,79,96,31,45,11,21,12,15,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3652,3291,18,13,817,901,0,0,,,,,89,48,30,29,19,17,14,13,10,30,9,8,3,1,0,0,0,0,0,0,0,320,1718,6974
"G2100090","1860","Kentucky","210","Barren","0090","Barren",16665,199,198,825,738,923,892,860,819,769,772,1059,1053,701,657,496,469,309,271,159,154,80,75,23,31,2,3,0,0,1,1,0,0,4,2,3,2,1,6,1,1,2,2,0,4,3,1,1,3,2,4,1,2,0,1,0,0,1,1,0,0,79,56,277,314,322,337,318,335,260,243,337,311,165,196,124,120,82,66,38,50,13,19,4,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6406,6133,19,29,2020,2058,0,0,,,,,152,94,78,52,56,52,34,28,21,67,25,19,8,3,0,0,0,0,0,0,0,689,4078,12587
"G2100110","1860","Kentucky","210","Bath","0110","Bath",12113,143,160,644,624,720,679,697,619,536,543,688,727,584,523,392,341,241,182,160,118,52,58,16,20,1,4,0,0,0,0,2,3,15,7,11,12,4,9,11,7,7,6,1,8,3,9,9,5,5,2,1,1,0,2,0,0,0,1,0,0,44,34,216,179,180,225,180,188,127,157,209,166,120,149,86,67,44,46,26,31,7,14,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4874,4598,69,72,1241,1259,0,0,,,,,80,58,52,34,38,30,28,15,11,48,17,13,0,0,1,0,0,0,0,0,0,425,2500,9613
"G2100150","1860","Kentucky","210","Boone","0150","Boone",11196,143,143,588,613,697,571,575,544,549,504,872,782,628,523,397,337,278,248,163,108,52,50,17,18,2,1,0,0,0,0,0,0,2,0,2,3,1,1,1,1,1,0,4,2,3,2,4,7,6,1,2,1,1,2,0,1,0,0,0,0,26,34,119,129,120,156,114,125,102,107,144,135,74,91,48,77,35,40,22,26,4,9,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4961,4442,27,21,810,935,0,0,,,,,137,78,51,50,28,29,21,15,13,19,8,1,0,0,0,0,0,0,0,0,0,450,1745,9451
"G2100170","1860","Kentucky","210","Bourbon","0170","Bourbon",14860,116,108,466,412,465,445,398,435,401,419,832,644,644,441,431,279,236,169,167,145,53,54,16,14,0,3,0,0,0,0,4,4,21,15,21,23,9,21,9,9,11,30,19,22,10,9,9,14,10,14,4,6,2,3,0,1,0,0,0,0,105,121,454,499,504,543,552,464,412,404,614,508,375,328,216,228,120,109,68,70,19,30,8,13,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225,3568,129,171,3447,3320,0,0,,,,,133,72,78,73,69,52,49,49,40,128,68,33,10,1,2,0,1,0,0,0,0,858,6767,8093
"G2100190","1860","Kentucky","210","Boyd","0190","Boyd",6044,97,105,414,431,448,442,375,393,332,326,536,513,341,280,216,198,164,107,53,53,21,12,5,5,1,2,0,1,0,0,0,0,2,1,3,0,0,1,1,0,1,0,2,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,8,14,10,13,17,12,6,11,10,16,5,7,3,7,4,3,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3003,2868,10,7,66,90,0,0,,,,,17,13,7,2,2,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,49,156,5888
"G2100210","1860","Kentucky","210","Boyle","0210","Boyle",9304,71,69,324,314,383,366,328,368,383,332,527,436,343,317,249,209,161,116,95,71,47,54,6,15,2,2,1,0,1,0,5,6,30,28,26,36,33,32,30,18,29,31,23,23,17,22,10,13,11,9,0,1,1,1,0,0,0,0,0,0,59,42,227,227,214,254,259,233,188,178,303,225,167,165,146,125,53,83,42,39,12,22,4,7,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2921,2669,215,220,1674,1605,0,0,,,,,102,68,46,28,37,37,30,18,27,58,28,20,3,0,1,0,0,0,0,0,0,503,3279,6025
"G2100230","1860","Kentucky","210","Bracken","0230","Bracken",11021,202,171,701,676,768,740,673,627,554,558,885,827,609,546,389,367,253,223,151,122,55,55,14,20,2,0,0,0,0,0,0,2,8,3,4,5,5,3,3,1,6,6,3,5,6,4,4,4,3,4,1,2,0,0,1,0,0,0,0,0,10,11,49,62,61,56,60,64,47,55,52,55,26,48,12,29,16,10,7,13,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5256,4932,44,39,343,407,0,0,,,,,50,25,20,28,10,6,9,8,5,10,3,2,0,0,0,0,0,0,0,0,0,176,750,10271
"G2100250","1860","Kentucky","210","Breathitt","0250","Breathitt",4980,99,96,410,382,394,437,337,323,272,264,380,350,240,230,130,119,86,69,39,44,18,11,9,8,1,2,0,0,0,0,0,0,0,3,2,2,4,4,2,3,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4,3,14,12,19,21,17,11,7,16,15,17,7,5,3,7,3,5,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,2,1,2,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2415,2335,12,13,91,99,5,10,,,,,16,6,3,5,4,3,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,46,190,4790
"G2100270","1860","Kentucky","210","Breckinridge","0270","Breckinridge",13236,205,206,698,730,833,791,757,739,590,650,992,876,652,544,394,361,258,210,125,129,46,53,12,21,2,3,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,2,1,1,3,2,1,1,0,0,0,0,0,0,0,0,58,50,162,171,165,181,175,185,154,138,193,178,90,126,70,86,38,54,21,25,3,10,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5565,5314,9,8,1130,1210,0,0,,,,,89,74,48,43,26,23,23,15,18,37,15,10,2,1,0,0,0,0,0,0,0,424,2340,10896
"G2100290","1860","Kentucky","210","Bullitt","0290","Bullitt",7289,92,110,356,365,400,414,382,361,322,313,541,472,387,307,264,233,144,123,82,65,35,32,6,5,0,3,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2,0,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,21,25,102,110,116,117,99,109,99,95,103,113,66,85,60,48,17,25,16,17,6,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3012,2803,6,10,708,750,0,0,,,,,54,43,37,32,15,26,9,16,5,24,9,6,1,0,0,0,0,0,0,0,0,277,1458,5831
"G2100310","1860","Kentucky","210","Butler","0310","Butler",7927,138,119,522,483,607,533,518,468,381,395,608,616,382,361,237,239,177,148,67,60,31,28,4,9,0,0,1,0,0,0,2,0,2,2,2,2,3,2,2,0,1,2,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7,15,49,63,77,58,60,74,54,37,54,59,28,40,24,30,11,14,7,4,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673,3459,15,10,371,399,0,0,,,,,73,24,18,21,8,10,16,7,4,10,5,0,0,0,0,0,0,0,0,0,0,196,770,7157
"G2100330","1860","Kentucky","210","Caldwell","0330","Caldwell",9318,109,116,466,411,532,526,519,489,429,354,585,544,383,376,267,226,168,150,75,70,32,28,8,7,2,1,0,0,0,0,0,0,2,2,1,2,5,1,4,5,3,2,0,1,1,1,1,0,3,1,1,1,0,1,0,0,1,0,0,0,38,55,177,172,191,183,176,143,124,149,230,219,125,99,77,93,40,45,24,18,6,9,4,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3575,3298,22,17,1213,1193,0,0,,,,,75,61,41,35,17,28,21,21,11,29,14,16,2,2,0,0,1,0,0,0,0,374,2406,6912
"G2100350","1860","Kentucky","210","Calloway","0350","Calloway",9915,142,140,598,537,647,596,585,557,491,487,792,741,488,416,286,282,188,163,91,90,38,37,13,1,0,3,0,0,0,0,0,1,1,0,0,1,2,0,3,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,21,26,107,125,129,122,132,126,96,98,100,129,59,88,27,47,17,15,7,10,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4359,4050,8,6,702,790,0,0,,,,,77,56,39,27,26,16,20,10,10,28,5,6,0,0,0,0,0,0,0,0,0,320,1492,8423
"G2100370","1860","Kentucky","210","Campbell","0370","Campbell",20909,363,357,1480,1445,1510,1514,1135,1244,920,1020,1813,1770,1508,1341,983,755,516,402,223,228,66,74,12,16,4,2,0,0,0,0,1,0,3,4,6,2,4,7,8,5,10,7,3,4,3,6,2,3,4,3,1,0,0,1,0,1,0,0,0,0,2,2,5,4,6,9,7,11,7,12,1,19,3,7,4,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10533,10168,45,43,41,75,2,2,,,,,23,10,9,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,116,20793
"G2100410","1860","Kentucky","210","Carroll","0410","Carroll",6578,102,66,350,343,406,407,344,326,285,332,507,452,320,282,243,211,146,121,94,74,29,29,10,8,1,0,1,0,1,1,0,0,0,1,4,0,0,2,1,0,1,3,5,2,6,2,3,2,2,1,1,3,1,0,0,0,1,1,0,0,13,27,68,68,87,91,81,89,54,60,90,93,37,57,31,29,15,19,11,15,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2839,2652,25,17,489,556,0,0,,,,,66,42,30,16,13,16,16,9,1,22,5,2,0,0,0,0,0,0,0,0,0,238,1045,5533
"G2100430","1860","Kentucky","210","Carter","0430","Carter",8516,191,164,673,581,648,637,589,511,490,427,723,666,428,360,262,244,177,139,98,78,26,24,17,11,3,1,0,1,1,0,0,0,4,3,5,4,3,2,1,2,1,3,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29,32,18,16,22,22,27,22,17,26,18,18,7,8,5,5,2,3,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,3844,19,18,152,157,0,0,,,,,12,4,9,5,5,7,2,3,1,6,1,0,0,1,0,0,0,0,0,0,0,56,309,8207
"G2100450","1860","Kentucky","210","Casey","0450","Casey",6466,114,115,396,403,447,453,375,363,306,318,453,520,307,262,187,209,146,128,87,62,33,30,17,8,2,2,0,0,0,0,0,2,1,3,6,4,3,6,2,3,5,5,2,2,3,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,16,13,58,38,44,59,59,51,39,50,48,46,24,39,16,20,12,15,6,4,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2870,2873,27,30,325,341,0,0,,,,,20,15,15,8,4,10,6,6,5,12,6,1,0,0,0,1,0,0,0,0,0,109,666,5800
"G2100470","1860","Kentucky","210","Christian","0470","Christian",21627,186,163,635,631,797,731,802,655,670,630,1243,1032,803,634,499,448,307,279,166,148,56,57,25,19,0,3,0,0,0,0,1,0,3,1,0,4,5,3,2,6,1,1,2,3,6,2,5,2,1,4,1,2,1,0,0,0,1,0,0,0,153,188,686,699,722,685,729,675,620,598,989,807,592,515,307,339,188,180,84,95,34,36,12,10,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189,5430,29,28,5119,4832,0,0,,,,,132,112,87,65,64,48,48,36,28,124,90,84,33,14,9,5,0,0,0,0,0,979,9951,11676
"G2100490","1860","Kentucky","210","Clark","0490","Clark",11484,80,69,409,403,471,444,435,392,340,355,608,549,440,352,262,250,177,161,121,123,62,58,14,17,2,4,0,0,0,0,1,0,2,3,6,5,1,5,3,3,10,11,8,10,5,6,10,2,11,10,6,3,1,1,0,1,0,0,0,0,84,64,372,351,361,383,350,338,293,278,396,330,258,249,166,154,87,74,60,59,17,21,4,9,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3421,3177,64,60,2449,2313,0,0,,,,,147,111,74,53,50,39,57,30,27,94,51,20,2,1,1,0,0,0,0,0,0,757,4762,6722
"G2100510","1860","Kentucky","210","Clay","0510","Clay",6652,126,124,514,449,524,555,419,407,326,353,452,495,268,290,205,162,121,98,52,43,23,20,7,6,1,0,0,1,0,0,4,5,24,18,24,23,18,11,8,25,12,28,8,16,2,6,6,7,4,4,5,3,1,0,0,0,0,0,0,0,3,7,13,33,25,32,21,20,22,23,23,27,30,18,16,11,14,5,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3038,3003,117,145,169,180,0,0,,,,,26,12,4,2,5,6,4,0,3,5,1,1,2,0,0,0,0,0,0,0,0,71,349,6303
"G2100530","1860","Kentucky","210","Clinton","0530","Clinton",5781,131,91,369,370,458,406,398,357,321,329,418,466,260,299,172,186,121,137,66,57,36,29,10,13,2,1,0,0,0,0,0,0,2,2,0,3,1,1,1,1,2,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,19,22,21,26,14,19,15,10,18,26,13,15,8,3,3,8,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2762,2741,8,12,118,140,0,0,,,,,30,12,10,7,3,3,4,2,2,3,1,0,0,0,0,0,0,0,0,0,0,77,258,5523
"G2100550","1860","Kentucky","210","Crittenden","0550","Crittenden",8796,152,158,511,516,610,571,561,501,441,453,741,669,473,392,301,244,182,154,83,58,30,23,6,5,1,2,0,0,0,0,0,1,2,0,2,0,2,1,0,1,1,2,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,17,14,55,61,72,71,68,76,51,65,79,83,53,54,26,27,24,19,6,9,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4092,3746,11,8,453,486,0,0,,,,,61,37,22,25,14,12,8,6,6,11,3,4,2,0,0,0,0,0,0,0,0,211,939,7857
"G2100570","1860","Kentucky","210","Cumberland","0570","Cumberland",7340,113,106,385,386,447,416,420,412,345,335,508,494,286,324,213,201,136,119,71,67,33,30,15,10,0,1,0,1,0,0,0,1,2,2,7,6,5,1,1,1,2,5,3,2,1,0,2,2,4,3,0,0,2,0,0,0,0,1,0,0,33,29,107,109,122,125,103,98,65,75,105,112,69,72,48,28,28,30,19,17,10,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2972,2902,29,24,714,699,0,0,,,,,61,41,31,10,16,17,9,9,9,24,13,10,1,0,0,0,0,0,0,0,0,251,1413,5927
"G2100590","1860","Kentucky","210","Daviess","0590","Daviess",15549,213,207,847,704,887,882,792,738,680,640,1217,1028,800,598,498,400,303,207,122,97,40,42,9,6,0,0,0,1,0,0,1,0,1,5,8,1,4,5,2,6,7,7,3,3,3,2,5,4,5,1,1,0,0,2,0,0,0,0,0,0,67,54,266,227,256,253,261,224,210,245,319,328,155,169,130,116,75,65,35,32,7,12,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6408,5550,40,36,1784,1731,0,0,,,,,136,111,82,64,39,34,27,28,19,57,15,16,3,3,2,1,0,0,0,0,0,637,3515,12034
"G2100610","1860","Kentucky","210","Edmonson","0610","Edmonson",4645,77,65,323,283,343,385,350,307,252,251,304,328,242,238,144,137,90,77,62,44,21,21,5,9,2,1,0,0,0,0,0,0,0,0,1,0,4,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,4,29,19,14,21,20,23,15,17,20,18,9,18,9,9,8,5,0,3,1,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215,2146,7,4,131,142,0,0,,,,,16,12,10,8,1,2,4,0,3,5,0,2,0,0,0,0,0,0,0,0,0,63,273,4372
"G2100650","1860","Kentucky","210","Estill","0650","Estill",6886,110,120,456,471,509,528,472,399,375,363,512,498,322,302,216,202,150,116,94,58,34,25,12,7,0,2,0,0,3,7,1,1,1,0,4,1,0,1,0,0,0,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,11,47,44,58,32,29,31,22,23,38,56,19,27,10,18,6,9,1,10,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3265,3098,8,8,243,264,0,0,,,,,21,21,11,12,7,5,6,6,7,10,1,0,0,0,0,0,0,0,0,0,0,107,507,6379
