GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ACZ001,ACZ002,ACZ003,ACZ004,ACZ005,ACZ006,ACZ007,ACZ008,ACZ009,ACZ010,ACZ011,ACZ012,ACZ013,ACZ014,ACZ015,ACZ016,ACZ017,ACZ018,ACZ019,ACZ020,ACZ021,ACZ022,ACZ023,ACZ024,ACS001,ACS002,ACS003,ACU001,ACU002,ACU003,ACU004
"G2801130","1840","Mississippi","280","Pike","1130","Pike",4,3,2,0,0,0,5,3,3,0,1,0,459,357,219,90,34,1,441,407,236,93,36,1,3756,21,2374,9,12,1160,1214
"G2801150","1840","Mississippi","280","Pontotoc","1150","Pontotoc",0,0,2,0,0,0,0,0,0,1,0,0,298,269,135,68,17,0,292,264,161,66,23,0,2895,3,1593,2,1,787,806
"G2801210","1840","Mississippi","280","Rankin","1210","Rankin",1,0,0,1,1,0,0,0,0,0,0,0,292,298,197,87,24,1,333,317,198,82,22,0,2777,3,1851,3,0,899,952
"G2801230","1840","Mississippi","280","Scott","1230","Scott",0,0,0,1,1,0,0,0,0,0,0,0,92,68,45,15,5,0,66,93,50,25,3,0,1189,2,462,2,0,225,237
"G2801270","1840","Mississippi","280","Simpson","1270","Simpson",0,0,0,0,0,0,0,0,0,0,0,0,164,153,86,23,7,0,179,163,89,39,4,0,2473,0,907,0,0,433,474
"G2801290","1840","Mississippi","280","Smith","1290","Smith",0,0,0,0,0,0,0,0,0,0,0,0,86,67,31,14,4,0,79,73,44,16,5,0,1542,0,419,0,0,202,217
"G2801350","1840","Mississippi","280","Tallahatchie","1350","Tallahatchie",0,1,0,1,0,0,0,0,0,0,0,0,268,307,160,75,32,0,267,244,149,78,11,0,1392,2,1591,2,0,842,749
"G2801390","1840","Mississippi","280","Tippah","1390","Tippah",0,1,0,0,0,0,0,0,0,0,0,0,394,379,167,86,16,1,391,403,174,97,26,0,7309,1,2134,1,0,1043,1091
"G2801410","1840","Mississippi","280","Tishomingo","1410","Tishomingo",0,0,0,0,1,0,0,0,0,0,0,0,152,151,44,29,12,1,157,171,70,31,9,1,5852,1,828,1,0,389,439
"G2801430","1840","Mississippi","280","Tunica","1430","Tunica",0,0,0,1,1,0,0,0,0,1,1,0,37,53,21,12,5,0,42,49,19,10,3,0,566,4,251,2,2,128,123
"G2801490","1840","Mississippi","280","Warren","1490","Warren",11,7,15,10,7,0,13,7,23,9,2,0,1399,1537,1462,621,151,0,1571,1681,1453,508,110,0,5223,104,10493,50,54,5170,5323
"G2801510","1840","Mississippi","280","Washington","1510","Washington",0,1,0,0,0,0,2,1,0,1,1,0,830,1088,1093,379,75,1,876,1084,895,240,64,2,654,6,6627,1,5,3466,3161
"G2801530","1840","Mississippi","280","Wayne","1530","Wayne",0,0,0,0,0,0,0,0,0,0,0,0,213,151,79,48,17,0,166,148,97,34,26,0,1141,0,979,0,0,508,471
"G2801570","1840","Mississippi","280","Wilkinson","1570","Wilkinson",4,3,1,3,1,0,4,3,2,4,5,0,1656,1642,1259,626,158,0,1733,1775,1327,577,139,2,3269,30,10894,12,18,5341,5553
"G2801590","1840","Mississippi","280","Winston","1590","Winston",0,0,0,0,0,0,0,0,0,0,0,0,301,283,123,80,24,0,272,264,143,68,31,0,3061,0,1589,0,0,811,778
"G2801610","1840","Mississippi","280","Yalobusha","1610","Yalobusha",2,0,1,1,0,0,2,0,0,1,0,0,1054,961,548,226,74,0,1010,961,534,180,53,0,6640,7,5601,4,3,2863,2738
"G2801630","1840","Mississippi","280","Yazoo","1630","Yazoo",3,5,2,2,3,0,3,3,2,0,2,0,1085,1151,938,377,60,2,1152,1236,923,337,78,0,3116,25,7339,15,10,3613,3726
"G2900070","1840","Missouri","290","Audrain","0070","Audrain",0,0,0,0,0,0,1,1,0,0,0,0,41,29,11,6,2,0,34,40,21,9,2,0,1752,2,195,0,2,89,106
"G2900090","1840","Missouri","290","Barry","0090","Barry",1,3,0,0,1,0,0,2,0,0,1,0,44,53,18,9,2,0,53,57,18,12,3,0,4518,8,269,5,3,126,143
"G2900150","1840","Missouri","290","Benton","0150","Benton",0,0,0,0,0,0,0,0,0,0,0,0,50,57,22,12,1,0,29,54,25,5,6,0,3944,0,261,0,0,142,119
"G2900190","1840","Missouri","290","Boone","0190","Boone",2,1,1,3,6,1,1,0,1,3,5,0,590,577,207,110,22,0,527,581,237,122,34,1,10529,24,3008,14,10,1506,1502
"G2900210","1840","Missouri","290","Buchanan","0210","Buchanan",4,0,0,2,0,0,0,0,0,0,0,0,47,54,7,4,0,0,41,55,15,3,1,0,6004,6,227,6,0,112,115
"G2900250","1840","Missouri","290","Caldwell","0250","Caldwell",0,0,0,0,0,0,0,0,0,0,0,0,11,7,2,3,0,0,9,21,5,3,0,0,1397,0,61,0,0,23,38
"G2900270","1840","Missouri","290","Callaway","0270","Callaway",3,0,1,6,3,0,2,1,1,3,2,0,570,542,223,138,39,1,618,596,249,135,31,0,8601,22,3142,13,9,1513,1629
"G2900310","1840","Missouri","290","Cape Girardeau","0310","Cape Girardeau",4,0,0,2,5,0,1,0,2,0,0,0,230,243,113,61,17,0,241,225,109,68,18,0,8020,14,1325,11,3,664,661
"G2900330","1840","Missouri","290","Carroll","0330","Carroll",0,0,0,0,0,0,0,0,0,0,0,0,64,56,18,11,3,0,35,47,21,10,3,0,2155,0,268,0,0,152,116
"G2900410","1840","Missouri","290","Chariton","0410","Chariton",1,3,1,4,1,0,2,4,0,2,2,0,212,163,69,34,6,0,193,191,81,49,19,0,3709,20,1017,10,10,484,533
"G2900450","1840","Missouri","290","Clark","0450","Clark",0,1,1,0,0,0,0,0,0,1,0,0,82,85,31,10,4,1,73,75,40,13,6,0,2423,3,420,2,1,213,207
"G2900470","1840","Missouri","290","Clay","0470","Clay",5,4,2,3,3,0,4,6,2,4,1,0,395,342,130,62,9,0,353,341,166,64,13,0,6373,34,1875,17,17,938,937
"G2900490","1840","Missouri","290","Clinton","0490","Clinton",0,0,0,1,0,0,1,0,0,1,0,0,35,36,10,6,1,0,37,45,12,8,1,0,2530,3,191,1,2,88,103
"G2900510","1840","Missouri","290","Cole","0510","Cole",3,3,16,6,0,0,0,1,2,3,0,0,205,208,95,73,9,0,211,203,108,55,12,0,8073,34,1179,28,6,590,589
"G2900530","1840","Missouri","290","Cooper","0530","Cooper",2,1,2,2,0,0,0,1,0,1,1,5,410,387,164,83,21,1,390,392,188,96,25,0,8312,15,2157,7,8,1066,1091
"G2900550","1840","Missouri","290","Crawford","0550","Crawford",0,0,0,0,0,0,0,0,0,0,0,0,32,45,7,6,1,0,34,28,19,9,3,0,3377,0,184,0,0,91,93
"G2900610","1840","Missouri","290","Daviess","0610","Daviess",0,1,0,0,0,0,1,0,0,0,0,0,31,12,6,6,0,1,29,32,13,3,1,0,2600,2,134,1,1,56,78
"G2900710","1840","Missouri","290","Franklin","0710","Franklin",1,3,1,3,1,0,1,0,1,1,2,0,184,193,82,54,15,0,179,194,86,48,19,0,6447,14,1054,9,5,528,526
"G2900730","1840","Missouri","290","Gasconade","0730","Gasconade",0,1,0,0,0,0,0,0,0,0,0,0,62,63,21,10,1,1,73,61,36,11,3,0,4987,1,342,1,0,158,184
"G2900770","1840","Missouri","290","Greene","0770","Greene",0,0,1,0,0,0,0,1,0,0,0,0,133,134,43,16,4,0,132,137,50,25,3,0,4693,2,677,1,1,330,347
"G2900890","1840","Missouri","290","Howard","0890","Howard",7,6,3,5,2,0,4,7,3,6,1,0,718,677,266,141,41,2,678,628,330,168,34,0,9381,44,3683,23,21,1845,1838
"G2900950","1840","Missouri","290","Jackson","0950","Jackson",0,0,0,0,3,0,0,0,2,1,0,0,269,262,95,51,9,0,240,258,115,49,13,0,6245,6,1361,3,3,686,675
"G2900990","1840","Missouri","290","Jefferson","0990","Jefferson",2,2,0,2,0,0,3,0,0,3,0,0,61,70,29,22,6,0,40,51,25,17,3,0,3960,12,324,6,6,188,136
"G2901010","1840","Missouri","290","Johnson","1010","Johnson",2,0,0,1,0,0,0,0,1,0,0,0,92,97,40,14,6,0,111,110,51,29,6,0,3911,4,556,3,1,249,307
"G2901070","1840","Missouri","290","Lafayette","1070","Lafayette",7,2,1,3,0,0,8,1,1,3,0,0,407,355,144,64,6,1,366,381,173,71,22,0,4799,26,1990,13,13,977,1013
"G2901110","1840","Missouri","290","Lewis","1110","Lewis",0,0,1,5,1,0,0,0,0,2,0,0,185,215,58,39,6,1,216,211,82,41,11,0,4966,9,1065,7,2,504,561
"G2901130","1840","Missouri","290","Lincoln","1130","Lincoln",0,0,1,1,1,0,0,0,0,0,1,0,290,293,123,57,9,0,293,294,126,69,18,0,5873,4,1572,3,1,772,800
"G2901150","1840","Missouri","290","Linn","1150","Linn",0,0,0,0,0,0,0,0,0,0,0,0,36,29,7,5,2,2,25,25,9,2,1,0,2102,0,143,0,0,81,62
"G2901170","1840","Missouri","290","Livingston","1170","Livingston",0,0,0,0,0,0,1,1,0,0,0,0,50,38,21,6,0,0,50,48,18,9,1,0,4082,2,241,0,2,115,126
"G2901210","1840","Missouri","290","Macon","1210","Macon",0,1,0,0,0,0,0,0,0,0,0,0,25,52,25,9,2,0,32,49,13,14,4,0,5808,1,225,1,0,113,112
"G2901230","1840","Missouri","290","Madison","1230","Madison",3,4,2,2,2,0,4,1,2,1,1,0,118,92,60,42,7,0,106,105,47,28,6,0,2762,22,611,13,9,319,292
"G2901270","1840","Missouri","290","Marion","1270","Marion",6,5,11,6,0,0,4,2,2,3,3,0,403,440,170,88,13,0,413,484,207,100,23,1,7239,42,2342,28,14,1114,1228
"G2901310","1840","Missouri","290","Miller","1310","Miller",0,0,0,0,0,0,0,1,0,0,0,0,22,20,12,5,1,0,14,25,4,6,2,0,2170,1,111,0,1,60,51
"G2901370","1840","Missouri","290","Monroe","1370","Monroe",0,1,0,1,2,0,0,0,0,1,0,0,330,297,100,57,10,0,324,335,133,76,25,0,7813,5,1687,4,1,794,893
"G2901390","1840","Missouri","290","Montgomery","1390","Montgomery",8,2,0,2,1,0,1,4,2,0,0,0,157,165,56,27,11,0,140,168,52,43,8,0,3524,20,827,13,7,416,411
"G2901410","1840","Missouri","290","Morgan","1410","Morgan",0,4,0,0,0,0,0,0,0,0,0,0,94,96,31,16,5,0,107,91,45,22,5,0,3891,4,512,4,0,242,270
"G2901430","1840","Missouri","290","New Madrid","1430","New Madrid",0,1,0,1,0,0,0,2,0,1,0,0,151,139,53,53,9,1,148,126,80,28,13,0,3748,5,801,2,3,406,395
"G2901450","1840","Missouri","290","Newton","1450","Newton",0,2,1,1,0,0,0,0,0,1,0,0,21,36,7,9,0,0,34,32,19,9,2,0,3616,5,169,4,1,73,96
"G2901570","1840","Missouri","290","Perry","1570","Perry",0,0,1,2,2,0,3,2,1,0,2,1,145,132,50,32,16,0,164,119,67,41,12,0,4968,14,778,5,9,375,403
"G2901590","1840","Missouri","290","Pettis","1590","Pettis",0,0,1,0,0,0,0,0,0,0,0,0,100,111,35,16,2,0,108,94,46,28,12,0,2377,1,552,1,0,264,288
"G2901630","1840","Missouri","290","Pike","1630","Pike",1,1,0,2,2,0,3,0,0,5,3,0,447,465,169,82,32,0,441,470,206,126,34,0,8157,17,2472,6,11,1195,1277
"G2901650","1840","Missouri","290","Platte","1650","Platte",1,2,0,1,0,0,0,1,0,0,1,0,150,160,63,22,10,0,161,186,77,27,2,0,8049,6,858,4,2,405,453
"G2901670","1840","Missouri","290","Polk","1670","Polk",0,0,2,1,1,0,0,4,0,0,1,0,77,91,20,12,3,0,99,100,36,20,4,0,7978,9,462,4,5,203,259
"G2901690","1840","Missouri","290","Pulaski","1690","Pulaski",0,0,0,0,0,0,1,0,0,0,0,0,30,35,13,8,3,0,39,37,15,9,1,0,6338,1,190,0,1,89,101
"G2901730","1840","Missouri","290","Ralls","1730","Ralls",2,0,2,2,2,0,1,0,1,0,1,0,237,238,85,42,10,0,223,215,99,47,13,0,4450,11,1209,8,3,612,597
"G2901750","1840","Missouri","290","Randolph","1750","Randolph",2,1,0,2,0,0,4,1,2,0,0,0,264,265,92,49,12,0,265,291,99,81,18,1,5749,12,1437,5,7,682,755
"G2901770","1840","Missouri","290","Ray","1770","Ray",0,2,0,1,1,0,0,1,0,0,0,0,175,159,45,39,7,1,128,169,73,34,4,0,5714,5,834,4,1,426,408
"G2901810","1840","Missouri","290","Ripley","1810","Ripley",0,1,0,1,0,0,0,0,0,0,0,0,17,10,7,1,0,0,16,18,7,1,0,0,2777,2,77,2,0,35,42
"G2901815","1840","Missouri","290","Rives","1815","Rives",0,1,0,1,1,0,1,0,0,0,0,0,127,129,40,18,6,1,106,123,52,23,11,0,4086,4,636,3,1,321,315
"G2901830","1840","Missouri","290","St Charles","1830","St Charles",1,4,3,2,1,0,5,5,4,2,1,0,329,293,95,64,15,2,277,305,130,71,16,0,6286,28,1597,11,17,798,799
"G2901860","1840","Missouri","290","Ste Genevieve","1860","Ste Genevieve",7,5,1,1,5,0,2,3,0,4,9,0,100,98,50,36,7,0,84,81,54,28,10,0,2563,37,548,19,18,291,257
"G2901870","1840","Missouri","290","St Francois","1870","St Francois",3,0,1,1,0,0,6,1,2,2,0,0,100,106,40,27,4,0,73,91,32,22,6,0,2694,16,501,5,11,277,224
"G2901890","1840","Missouri","290","St Louis","1890","St Louis",82,117,191,67,17,0,70,96,107,68,43,0,700,812,499,230,57,0,711,874,434,249,50,0,30505,858,4616,474,384,2298,2318
"G2901950","1840","Missouri","290","Saline","1950","Saline",1,1,0,2,0,0,1,2,0,1,0,0,312,281,118,77,14,0,302,269,150,79,13,0,3635,8,1615,4,4,802,813
"G2902010","1840","Missouri","290","Scott","2010","Scott",3,0,4,0,1,0,2,3,2,3,0,0,172,152,87,32,6,0,182,185,73,30,9,0,5028,18,928,8,10,449,479
"G2902050","1840","Missouri","290","Shelby","2050","Shelby",3,2,0,2,0,0,2,0,2,0,0,0,94,113,17,17,4,0,72,86,26,25,4,0,2587,11,458,7,4,245,213
"G2902070","1840","Missouri","290","Stoddard","2070","Stoddard",0,0,0,0,1,0,0,0,0,0,0,0,15,11,5,4,2,0,11,17,4,2,0,0,3081,1,71,1,0,37,34
"G2902130","1840","Missouri","290","Taney","2130","Taney",3,0,2,0,1,0,4,0,2,0,0,0,7,13,2,0,0,0,7,3,7,1,0,0,3212,12,40,6,6,22,18
"G2902155","1840","Missouri","290","Van Buren","2155","Van Buren",9,4,5,2,0,0,3,1,4,3,0,0,42,40,16,8,0,0,29,56,18,4,1,0,4448,31,214,20,11,106,108
"G2902190","1840","Missouri","290","Warren","2190","Warren",0,0,1,0,1,0,0,0,0,0,0,0,149,116,42,28,7,0,126,133,52,33,10,0,3555,2,696,2,0,342,354
"G2902210","1840","Missouri","290","Washington","2210","Washington",13,1,2,1,6,0,5,3,3,4,4,0,166,176,90,50,16,1,169,135,80,29,10,1,6248,42,923,23,19,499,424
"G2902230","1840","Missouri","290","Wayne","2230","Wayne",1,2,4,1,0,0,0,0,0,0,4,0,61,53,13,16,3,0,58,73,22,19,4,0,3069,12,322,8,4,146,176
"G3300050","1840","New Hampshire","330","Cheshire","0050","Cheshire",7,7,4,4,3,0,2,5,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26389,40,0,25,15,0,0
"G3300070","1840","New Hampshire","330","Coos","0070","Coos",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9846,3,0,2,1,0,0
"G3300090","1840","New Hampshire","330","Grafton","0090","Grafton",3,2,4,2,1,0,4,5,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,42280,31,0,12,19,0,0
"G3300110","1840","New Hampshire","330","Hillsborough","0110","Hillsborough",8,8,7,12,9,0,8,13,9,9,12,0,0,0,0,0,0,0,0,1,0,0,0,0,42398,95,1,44,51,0,1
"G3300130","1840","New Hampshire","330","Merrimack","0130","Merrimack",13,20,10,8,9,0,12,12,9,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,36147,106,0,60,46,0,0
"G3300150","1840","New Hampshire","330","Rockingham","0150","Rockingham",20,25,11,15,8,0,20,17,28,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,45572,199,0,79,120,0,0
"G3300170","1840","New Hampshire","330","Strafford","0170","Strafford",2,1,2,5,0,0,1,11,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61095,32,0,10,22,0,0
"G3300190","1840","New Hampshire","330","Sullivan","0190","Sullivan",4,4,3,2,3,0,3,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20309,31,0,16,15,0,0
"G3400010","1840","New Jersey","340","Atlantic","0010","Atlantic",29,32,28,20,11,0,35,40,17,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8492,234,0,120,114,0,0
"G3400030","1840","New Jersey","340","Bergen","0030","Bergen",251,314,164,93,21,0,215,243,145,61,22,0,0,0,3,72,43,0,0,1,0,46,57,0,11472,1529,222,843,686,118,104
"G3400050","1840","New Jersey","340","Burlington","0050","Burlington",246,212,152,163,54,1,231,201,191,125,66,1,0,0,0,0,0,0,0,0,0,1,0,0,31187,1643,1,828,815,0,1
"G3400090","1840","New Jersey","340","Cape May","0090","Cape May",20,27,14,16,15,0,30,28,16,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5126,198,0,92,106,0,0
"G3400110","1840","New Jersey","340","Cumberland","0110","Cumberland",157,123,84,72,38,1,144,122,70,58,26,1,0,0,0,0,0,0,0,0,0,0,0,0,13478,896,0,475,421,0,0
"G3400130","1840","New Jersey","340","Essex","0130","Essex",250,244,185,170,49,1,224,308,228,159,87,3,0,0,0,3,10,0,0,0,0,1,6,0,42693,1908,20,899,1009,13,7
"G3400150","1840","New Jersey","340","Gloucester","0150","Gloucester",262,200,138,142,94,0,229,199,156,125,85,1,0,0,0,0,0,0,0,0,0,0,0,0,23807,1631,0,836,795,0,0
"G3400170","1840","New Jersey","340","Hudson","0170","Hudson",42,63,52,25,15,0,26,30,30,21,15,0,0,0,0,2,2,0,0,0,0,5,2,0,9153,319,11,197,122,4,7
"G3400190","1840","New Jersey","340","Hunterdon","0190","Hunterdon",114,133,64,57,21,0,123,129,63,57,17,0,0,0,0,7,9,0,0,0,1,8,10,0,23976,778,35,389,389,16,19
"G3400210","1840","New Jersey","340","Mercer","0210","Mercer",270,345,239,194,64,0,307,320,284,202,94,0,0,1,1,3,5,0,0,1,2,5,4,0,19161,2319,22,1112,1207,10,12
"G3400230","1840","New Jersey","340","Middlesex","0230","Middlesex",182,248,106,124,55,0,194,265,163,134,63,1,0,0,0,2,8,0,0,0,0,7,11,0,20330,1535,28,715,820,10,18
"G3400250","1840","New Jersey","340","Monmouth","0250","Monmouth",294,418,179,157,60,0,310,366,178,148,69,1,0,0,0,10,22,0,0,0,1,22,30,0,30644,2180,85,1108,1072,32,53
"G3400270","1840","New Jersey","340","Morris","0270","Morris",122,173,87,63,40,0,106,151,77,63,29,0,1,0,2,6,8,0,0,2,1,7,10,0,24896,911,37,485,426,17,20
"G3400310","1840","New Jersey","340","Passaic","0310","Passaic",112,141,69,40,15,0,99,107,60,48,15,0,0,0,0,12,20,0,0,0,0,24,29,1,15942,706,86,377,329,32,54
"G3400330","1840","New Jersey","340","Salem","0330","Salem",293,278,169,148,78,1,259,241,158,110,60,1,0,0,0,0,0,0,0,0,0,0,1,0,14227,1796,1,967,829,0,1
"G3400350","1840","New Jersey","340","Somerset","0350","Somerset",242,332,179,107,55,0,197,227,169,94,50,0,0,0,1,17,25,0,0,0,2,37,22,1,15698,1652,105,915,737,43,62
"G3400370","1840","New Jersey","340","Sussex","0370","Sussex",57,60,33,16,14,0,47,68,29,15,14,1,0,0,0,1,3,0,0,0,0,2,7,0,21403,354,13,180,174,4,9
"G3400410","1840","New Jersey","340","Warren","0410","Warren",76,86,36,32,12,0,58,61,45,30,17,2,0,0,0,2,2,0,0,0,0,3,1,0,19903,455,8,242,213,4,4
"G3600010","1840","New York","360","Albany","0010","Albany",152,149,165,89,39,1,164,184,195,105,71,0,0,0,0,0,0,0,0,0,0,0,0,0,67279,1314,0,595,719,0,0
"G3600030","1840","New York","360","Allegany","0030","Allegany",20,19,9,14,5,0,33,18,10,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40833,142,0,67,75,0,0
"G3600070","1840","New York","360","Broome","0070","Broome",34,25,30,13,7,0,34,26,35,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22115,223,0,109,114,0,0
"G3600090","1840","New York","360","Cattaraugus","0090","Cattaraugus",6,0,3,7,1,0,9,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28834,38,0,17,21,0,0
"G3600110","1840","New York","360","Cayuga","0110","Cayuga",50,55,64,52,17,0,56,64,42,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,49903,435,0,238,197,0,0
"G3600130","1840","New York","360","Chautauqua","0130","Chautauqua",15,12,15,10,5,0,20,21,18,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,47851,124,0,57,67,0,0
"G3600150","1840","New York","360","Chemung","0150","Chemung",20,20,16,8,4,0,17,13,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20619,113,0,68,45,0,0
"G3600170","1840","New York","360","Chenango","0170","Chenango",32,56,28,17,7,0,29,53,27,14,9,1,0,0,0,0,0,0,0,0,0,0,0,0,40512,273,0,140,133,0,0
"G3600190","1840","New York","360","Clinton","0190","Clinton",12,18,10,6,2,0,6,13,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28071,86,0,48,38,0,0
"G3600210","1840","New York","360","Columbia","0210","Columbia",196,223,140,119,59,2,179,250,166,136,85,1,0,0,0,0,0,0,0,0,0,0,0,0,41696,1556,0,739,817,0,0
"G3600230","1840","New York","360","Cortland","0230","Cortland",4,8,3,5,1,0,4,6,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24561,46,0,21,25,0,0
"G3600250","1840","New York","360","Delaware","0250","Delaware",29,30,20,13,8,0,31,23,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,35206,190,0,100,90,0,0
"G3600270","1840","New York","360","Dutchess","0270","Dutchess",298,333,219,170,92,0,278,336,243,186,114,1,0,0,0,0,0,0,0,0,0,0,0,0,50128,2270,0,1112,1158,0,0
"G3600290","1840","New York","360","Erie","0290","Erie",72,65,128,56,7,0,76,85,76,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,61857,608,0,328,280,0,0
"G3600310","1840","New York","360","Essex","0310","Essex",18,8,12,8,1,0,10,7,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23556,78,0,47,31,0,0
"G3600330","1840","New York","360","Franklin","0330","Franklin",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16515,3,0,2,1,0,0
"G3600350","1840","New York","360","Fulton","0350","Fulton",10,23,8,11,6,0,15,18,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,17935,114,0,58,56,0,0
"G3600370","1840","New York","360","Genesee","0370","Genesee",15,21,20,7,1,0,12,16,15,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,59472,115,0,64,51,0,0
"G3600390","1840","New York","360","Greene","0390","Greene",127,137,72,73,36,1,123,143,88,57,34,2,0,0,0,0,0,0,0,0,0,0,0,0,29553,893,0,446,447,0,0
"G3600410","1840","New York","360","Hamilton","0410","Hamilton",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,3,0,1,2,0,0
"G3600430","1840","New York","360","Herkimer","0430","Herkimer",31,46,33,21,12,0,31,54,27,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,37190,287,0,143,144,0,0
"G3600450","1840","New York","360","Jefferson","0450","Jefferson",20,24,9,14,3,0,20,17,17,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,60843,141,0,70,71,0,0
"G3600470","1840","New York","360","Kings","0470","Kings",352,289,337,287,103,0,333,340,427,254,120,1,0,0,0,0,0,0,1,2,0,0,0,0,44767,2843,3,1368,1475,0,3
"G3600490","1840","New York","360","Lewis","0490","Lewis",7,7,6,2,3,0,8,7,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17777,53,0,25,28,0,0
"G3600510","1840","New York","360","Livingston","0510","Livingston",12,18,16,12,5,0,24,24,12,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,140,0,63,77,0,0
"G3600530","1840","New York","360","Madison","0530","Madison",35,39,20,12,10,1,28,35,21,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39785,223,0,117,106,0,0
"G3600550","1840","New York","360","Monroe","0550","Monroe",84,92,61,80,23,1,66,95,77,60,16,0,0,0,0,0,0,0,0,0,0,0,0,0,64247,655,0,341,314,0,0
"G3600570","1840","New York","360","Montgomery","0570","Montgomery",73,65,52,50,22,1,99,80,67,47,31,1,0,0,0,0,0,0,0,0,0,0,0,0,35230,588,0,263,325,0,0
"G3600610","1840","New York","360","New York","0610","New York",1565,1526,2087,1437,308,0,1717,2356,3021,1760,569,12,0,0,0,0,0,0,0,0,0,0,0,0,296352,16358,0,6923,9435,0,0
"G3600630","1840","New York","360","Niagara","0630","Niagara",37,38,39,22,7,0,22,19,30,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,30891,241,0,143,98,0,0
"G3600650","1840","New York","360","Oneida","0650","Oneida",66,99,72,65,18,3,93,113,48,48,18,1,0,0,0,0,0,0,0,0,0,0,0,0,84666,644,0,323,321,0,0
"G3600670","1840","New York","360","Onondaga","0670","Onondaga",54,65,54,38,18,0,50,97,55,32,13,1,0,0,0,0,0,0,0,0,0,0,0,0,67434,477,0,229,248,0,0
"G3600690","1840","New York","360","Ontario","0690","Ontario",100,82,63,51,18,1,108,101,77,39,24,0,0,0,0,0,0,0,0,0,0,0,0,0,42837,664,0,315,349,0,0
"G3600710","1840","New York","360","Orange","0710","Orange",368,283,219,190,64,0,322,296,256,192,100,2,0,0,0,0,0,0,0,0,0,0,0,0,48447,2292,0,1124,1168,0,0
"G3600730","1840","New York","360","Orleans","0730","Orleans",7,10,6,9,5,0,8,7,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25058,69,0,37,32,0,0
"G3600750","1840","New York","360","Oswego","0750","Oswego",42,22,12,23,6,0,29,38,23,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,43404,215,0,105,110,0,0
"G3600770","1840","New York","360","Otsego","0770","Otsego",34,41,16,11,9,1,26,34,19,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,49406,222,0,112,110,0,0
"G3600790","1840","New York","360","Putnam","0790","Putnam",34,27,12,14,6,0,17,24,16,8,9,0,0,0,0,0,0,0,0,0,0,0,1,0,12657,167,1,93,74,0,1
"G3600810","1840","New York","360","Queens","0810","Queens",460,517,393,275,110,0,516,420,414,271,132,1,0,0,0,0,0,0,0,0,0,0,0,0,26815,3509,0,1755,1754,0,0
"G3600830","1840","New York","360","Rensselaer","0830","Rensselaer",164,144,135,122,40,3,112,162,141,112,53,2,0,0,0,0,0,0,0,0,0,0,0,0,59069,1190,0,608,582,0,0
"G3600850","1840","New York","360","Richmond","0850","Richmond",63,81,50,32,24,0,55,59,57,33,28,1,0,0,0,0,0,0,0,0,0,0,0,0,10482,483,0,250,233,0,0
"G3600870","1840","New York","360","Rockland","0870","Rockland",69,62,59,28,9,0,52,47,54,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0,11543,432,0,227,205,0,0
"G3600890","1840","New York","360","St Lawrence","0890","St Lawrence",3,8,2,1,5,0,1,3,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,56671,35,0,19,16,0,0
