GISJOIN,STATE,STATEA,COUNTY,COUNTYA,A00AA1790,A00AA1800,A00AA1810,A00AA1820,A00AA1830,A00AA1840,A00AA1850,A00AA1860,A00AA1870,A00AA1880,A00AA1890,A00AA1900,A00AA1910,A00AA1920,A00AA1930,A00AA1940,A00AA1950,A00AA1960,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010
"G1600750","Idaho","160","Payette County","0750",,,,,,,,,,,,,,7021,7318,9511,11921,12363,12401,15722,16434,20578,22623
"G1600770","Idaho","160","Power County","0770",,,,,,,,,,,,,,5105,4457,3965,3988,4111,4864,6844,7086,7538,7817
"G1600790","Idaho","160","Shoshone County","0790",,,,,,,,,,,5382,11950,13963,14250,19060,21230,22806,20876,19718,19226,13931,13771,12765
"G1600810","Idaho","160","Teton County","0810",,,,,,,,,,,,,,3921,3573,3601,3204,2639,2351,2897,3439,5999,10170
"G1600830","Idaho","160","Twin Falls County","0830",,,,,,,,,,,,,13543,28398,29828,36403,40979,41842,41807,52927,53580,64284,77230
"G1600850","Idaho","160","Valley County","0850",,,,,,,,,,,,,,2524,3488,4035,4270,3663,3609,5604,6109,7651,9862
"G1600870","Idaho","160","Washington County","0870",,,,,,,,,,,3836,6882,11101,9424,7962,8853,8576,8378,7633,8803,8550,9977,10198
"G1600875","Idaho","160","Yellowstone National Park","0875",,,,,,,,,,,,,,,,0,0,,,,,,
"G1609015","Idaho","160","Coeur d'Alane Indian Reservation","9015",,,,,,,,,,,,,,,,,,,,,,,
"G1609035","Idaho","160","Fort Hall Indian Reservation","9035",,,,,,,,,,,,,,,,,,,,,,,
"G1609055","Idaho","160","Lemhi Indian Reservation","9055",,,,,,,,,,,,,,,,,,,,,,,
"G1650015","Idaho Territory","165","Ada County","0015",,,,,,,,,2675,4674,,,,,,,,,,,,,
"G1650035","Idaho Territory","165","Alturas County","0035",,,,,,,,,689,1693,,,,,,,,,,,,,
"G1650055","Idaho Territory","165","Bear Lake County","0055",,,,,,,,,,3235,,,,,,,,,,,,,
"G1650075","Idaho Territory","165","Boise County","0075",,,,,,,,,3834,3214,,,,,,,,,,,,,
"G1650095","Idaho Territory","165","Cassia County","0095",,,,,,,,,,1312,,,,,,,,,,,,,
"G1650115","Idaho Territory","165","Idaho County","0115",,,,,,,,,849,2031,,,,,,,,,,,,,
"G1650135","Idaho Territory","165","Kootenai County","0135",,,,,,,,,,518,,,,,,,,,,,,,
"G1650155","Idaho Territory","165","Lemhi County","0155",,,,,,,,,988,2230,,,,,,,,,,,,,
"G1650175","Idaho Territory","165","Nez Perce County","0175",,,,,,,,,1607,3965,,,,,,,,,,,,,
"G1650195","Idaho Territory","165","Oneida County","0195",,,,,,,,,1922,6964,,,,,,,,,,,,,
"G1650215","Idaho Territory","165","Owyhee County","0215",,,,,,,,,1713,1426,,,,,,,,,,,,,
"G1650235","Idaho Territory","165","Shoshone County","0235",,,,,,,,,722,469,,,,,,,,,,,,,
"G1650255","Idaho Territory","165","Washington County","0255",,,,,,,,,,879,,,,,,,,,,,,,
"G1700010","Illinois","170","Adams County","0010",,,,,2186,14476,26508,41323,56362,59135,61888,67058,64588,62188,62784,65229,64690,68467,70861,71622,66090,68277,67103
"G1700030","Illinois","170","Alexander County","0030",,,,626,1390,3313,2484,4707,10564,14808,16563,19384,22741,23980,22542,25496,20316,16061,12015,12264,10626,9590,8238
"G1700050","Illinois","170","Bond County","0050",,,,2931,3124,5060,6144,9815,13152,14866,14550,16078,17075,16045,14406,14540,14157,14060,14012,16224,14991,17633,17768
"G1700070","Illinois","170","Boone County","0070",,,,,,1705,7624,11678,12942,11508,12203,15791,15481,15322,15078,15202,17070,20326,25440,28630,30806,41786,54165
"G1700090","Illinois","170","Brown County","0090",,,,,,4183,7198,9938,12205,13041,11951,11557,10397,9336,7892,8053,7132,6210,5586,5411,5836,6950,6937
"G1700110","Illinois","170","Bureau County","0110",,,,,,3067,8841,26426,32415,33172,35014,41112,43975,42648,38845,37600,37711,37594,38541,39114,35688,35503,34978
"G1700130","Illinois","170","Calhoun County","0130",,,,,1090,1741,3231,5144,6562,7467,7652,8917,8610,8245,8034,8207,6898,5933,5675,5867,5322,5084,5089
"G1700150","Illinois","170","Carroll County","0150",,,,,,1023,4586,11733,16705,16976,18320,18963,18035,19345,18433,17987,18976,19507,19276,18779,16805,16674,15387
"G1700170","Illinois","170","Cass County","0170",,,,,,2981,7253,11325,11580,14493,15963,17222,17372,17896,16537,16425,15097,14539,14219,15084,13437,13695,13642
"G1700190","Illinois","170","Champaign County","0190",,,,,,1475,2649,14629,32737,40863,42159,47622,51829,56959,64273,70578,106100,132436,163281,168392,173025,179669,201081
"G1700210","Illinois","170","Christian County","0210",,,,,,1878,3203,10492,20363,28227,30531,32790,34594,38458,37538,38564,38816,37207,35948,36446,34418,35372,34800
"G1700230","Illinois","170","Clark County","0230",,,,931,3940,7453,9532,14987,18719,21894,21899,24033,23517,21165,17872,18842,17362,16546,16216,16913,15921,17008,16335
"G1700250","Illinois","170","Clay County","0250",,,,,755,3228,4289,9336,15875,16192,16772,19553,18661,17684,16155,18947,17445,15815,14735,15283,14460,14560,13815
"G1700270","Illinois","170","Clinton County","0270",,,,,2330,3718,5139,10941,16285,18714,17411,19824,22832,22947,21369,22912,22594,24029,28315,32617,33944,35535,37762
"G1700290","Illinois","170","Coles County","0290",,,,,,9616,9335,14203,25235,27042,30093,34146,34517,35108,37315,38470,40328,42860,47815,52260,51644,53196,53873
"G1700310","Illinois","170","Cook County","0310",,,,,,10201,43385,144954,349966,607524,1191922,1838735,2405233,3053017,3982123,4063342,4508792,5129725,5492369,5253655,5105067,5376741,5194675
"G1700330","Illinois","170","Crawford County","0330",,,,3022,3117,4422,7135,11551,13889,16197,17283,19240,26281,22771,21085,21294,21137,20751,19824,20818,19464,20452,19817
"G1700350","Illinois","170","Cumberland County","0350",,,,,,,3718,8311,12223,13759,15443,16124,14281,12858,10419,11698,10496,9936,9772,11062,10670,11253,11048
"G1700370","Illinois","170","DeKalb County","0370",,,,,,1697,7540,19086,23265,26768,27066,31756,33457,31339,32644,34388,40781,51714,71654,74624,77932,88969,105160
"G1700390","Illinois","170","De Witt County","0390",,,,,,3247,5002,10820,14768,17010,17011,18972,18906,19252,18598,18244,16894,17253,16975,18108,16516,16798,16561
"G1700410","Illinois","170","Douglas County","0410",,,,,,,,7140,13484,15853,17669,19097,19591,19604,17914,17590,16706,19243,18997,19774,19464,19922,19980
"G1700430","Illinois","170","DuPage County","0430",,,,,,3535,9290,14701,16685,19161,22551,28196,33432,42120,91998,103480,154599,313459,491882,658835,781666,904161,916924
"G1700450","Illinois","170","Edgar County","0450",,,,,4071,8225,10692,16925,21450,25499,26787,28273,27336,25769,24966,24430,23407,22550,21591,21725,19595,19704,18576
"G1700470","Illinois","170","Edwards County","0470",,,,3444,1649,3070,3524,5454,7565,8597,9444,10345,10049,9431,8303,8974,9056,7940,7090,7961,7440,6971,6721
"G1700490","Illinois","170","Effingham County","0490",,,,,,1675,3799,7816,15653,18920,19358,20465,20055,19556,19013,22034,21675,23107,24608,30944,31704,34264,34242
"G1700510","Illinois","170","Fayette County","0510",,,,,2704,6328,8075,11189,19638,23241,23367,28065,28075,26187,23487,29159,24582,21946,20752,22167,20893,21802,22140
"G1700530","Illinois","170","Ford County","0530",,,,,,,,1979,9103,15099,17035,18359,17096,16466,15489,15007,15901,16606,16382,15265,14275,14241,14081
"G1700550","Illinois","170","Franklin County","0550",,,,1763,4083,3682,5681,9393,12652,16129,17138,19675,25943,57293,59442,53137,48685,39281,38329,43201,40319,39018,39561
"G1700570","Illinois","170","Fulton County","0570",,,,,1841,13142,22508,33338,38291,41240,43110,46201,49549,48163,43983,44627,43716,41954,41890,43687,38080,38250,37069
"G1700590","Illinois","170","Gallatin County","0590",,,,3155,7405,10760,5448,8055,11134,12861,14935,15836,14628,12856,10091,11414,9818,7638,7418,7590,6909,6445,5589
"G1700610","Illinois","170","Greene County","0610",,,,,7674,11951,12429,16093,20277,23010,23791,23402,22363,22883,20417,20292,18852,17460,17014,16661,15317,14761,13886
"G1700630","Illinois","170","Grundy County","0630",,,,,,,3023,10379,14938,16732,21024,24136,24162,18580,18678,18398,19217,22350,26535,30582,32337,37535,50063
"G1700650","Illinois","170","Hamilton County","0650",,,,,2616,3945,6362,9915,13014,16712,17800,20197,18227,15920,12995,13454,12256,10010,8665,9172,8499,8621,8457
"G1700670","Illinois","170","Hancock County","0670",,,,,483,9946,14652,29061,35935,35337,31907,32215,30638,28523,26420,26297,25790,24574,23645,23877,21373,20121,19104
"G1700690","Illinois","170","Hardin County","0690",,,,,,1378,2887,3759,5113,6024,7234,7448,7015,7533,6955,7759,7530,5879,4914,5383,5189,4800,4320
"G1700710","Illinois","170","Henderson County","0710",,,,,,,4612,9501,12582,10722,9876,10836,9724,9770,8778,8949,8416,8237,8451,9114,8096,8213,7331
"G1700730","Illinois","170","Henry County","0730",,,,,41,1260,3807,20660,35506,36597,33338,40049,41736,45162,43851,43798,46492,49317,53217,57968,51159,51020,50486
"G1700750","Illinois","170","Iroquois County","0750",,,,,,1695,4149,12325,25782,35451,35167,38014,35543,34841,32913,32496,32348,33562,33532,32976,30787,31334,29718
"G1700770","Illinois","170","Jackson County","0770",,,,1542,1828,3566,5862,9589,19634,22505,27809,33871,35143,37091,35680,37920,38124,42151,55008,61522,61067,59612,60218
"G1700790","Illinois","170","Jasper County","0790",,,,,,1472,3220,8364,11234,14515,18188,20160,18157,16064,12809,13431,12266,11346,10741,11318,10609,10117,9698
"G1700810","Illinois","170","Jefferson County","0810",,,,691,2555,5762,8109,12965,17864,20686,22590,28133,29111,28480,31034,34375,35892,32315,31446,36552,37020,40045,38827
"G1700830","Illinois","170","Jersey County","0830",,,,,,4535,7354,12051,15054,15542,14810,14612,13954,12682,12556,13636,15264,17023,18492,20538,20539,21668,22985
"G1700850","Illinois","170","Jo Daviess County","0850",,,,,2111,6180,18604,27325,27820,27528,25101,24533,22657,21917,20235,19989,21459,21821,21766,23520,21821,22289,22678
"G1700870","Illinois","170","Johnson County","0870",,,,843,1596,3626,4114,9342,11248,13078,15013,15667,14331,12022,10203,10727,8729,6928,7550,9624,11347,12878,12582
"G1700890","Illinois","170","Kane County","0890",,,,,,6501,16703,30062,39091,44939,65061,78792,91862,99499,125327,130206,150388,208246,251005,278405,317471,404119,515269
"G1700910","Illinois","170","Kankakee County","0910",,,,,,,,15412,24352,25047,28732,37154,40752,44940,50095,60877,73524,92063,97250,102926,96255,103833,113449
"G1700930","Illinois","170","Kendall County","0930",,,,,,,7730,13074,12399,13083,12106,11467,10777,10074,10555,11105,12115,17540,26374,37202,39413,54544,114736
"G1700950","Illinois","170","Knox County","0950",,,,,274,7060,13279,28663,39522,38344,38752,43612,46159,46727,51336,52250,54366,61280,61280,61607,56393,55836,52919
"G1700970","Illinois","170","Lake County","0970",,,,,,2634,14226,18257,21014,21296,24235,34504,55058,74285,104387,121094,179097,293656,382638,440372,516418,644356,703462
"G1700990","Illinois","170","LaSalle County","0990",,,,,,9348,17815,48332,60792,70403,80798,87776,90132,92925,97695,97801,100610,110800,111409,112033,106913,111509,113924
"G1701010","Illinois","170","Lawrence County","1010",,,,,3668,7092,6121,9214,12533,13663,14693,16523,22661,21380,21885,21075,20539,18540,17522,17807,15972,15452,16833
"G1701030","Illinois","170","Lee County","1030",,,,,,2035,5292,17651,27171,27491,26187,29894,27750,28004,32329,34604,36451,38749,37947,36328,34392,36062,36031
"G1701050","Illinois","170","Livingston County","1050",,,,,,759,1552,11637,31471,38450,38455,42035,40465,39070,39092,38838,37809,40341,40690,41381,39301,39678,38950
"G1701070","Illinois","170","Logan County","1070",,,,,,2333,5128,14272,23053,25037,25489,28680,30216,29562,28863,29438,30671,33656,33538,31802,30798,31183,30305
"G1701090","Illinois","170","McDonough County","1090",,,,,,5308,7616,20069,26509,27970,27467,28412,26887,27074,27329,26944,28199,28928,36653,37467,35244,32913,32612
"G1701110","Illinois","170","McHenry County","1110",,,,,,2578,14978,22089,23762,24908,26114,29759,32509,33164,35079,37311,50656,84210,111555,147897,183241,260077,308760
"G1701130","Illinois","170","McLean County","1130",,,,,,6565,10163,28772,53988,60100,63036,67843,68008,70107,73117,73930,76577,83877,104389,119149,129180,150433,169572
"G1701150","Illinois","170","Macon County","1150",,,,,1122,3039,3988,13738,26481,30665,38083,44003,54186,65175,81731,84693,98853,118257,125010,131375,117206,114706,110768
"G1701170","Illinois","170","Macoupin County","1170",,,,,1990,7826,12355,24602,32726,37692,40380,42256,50685,57274,48703,46304,44210,43524,44557,49384,47679,49019,47765
"G1701190","Illinois","170","Madison County","1190",,,,13550,6221,14433,20441,31251,44131,50126,51535,64694,89847,106895,143830,149349,182307,224689,250934,247691,249238,258941,269282
"G1701210","Illinois","170","Marion County","1210",,,,,2125,4742,6720,12739,20622,23686,24341,30446,35094,37497,35635,47989,41700,39349,38986,43523,41561,41691,39437
"G1701230","Illinois","170","Marshall County","1230",,,,,,1849,5180,13437,16956,15055,13653,16370,15679,14760,13023,13179,13025,13334,13302,14479,12846,13180,12640
"G1701250","Illinois","170","Mason County","1250",,,,,,,5921,10931,16184,16242,16067,17491,17377,16634,15115,15358,15326,15193,16161,19492,16269,16038,14666
"G1701270","Illinois","170","Massac County","1270",,,,,,,4092,6213,9581,10443,11313,13110,14200,13559,14081,14937,13594,14341,13889,14990,14752,15161,15429
"G1701290","Illinois","170","Menard County","1290",,,,,,4431,6349,9584,11735,13024,13120,14336,12796,11694,10575,10663,9639,9248,9685,11700,11164,12486,12705
"G1701310","Illinois","170","Mercer County","1310",,,,,26,2352,5246,15042,18769,19502,18545,20945,19723,18800,16641,17701,17374,17149,17294,19286,17290,16957,16434
"G1701330","Illinois","170","Monroe County","1330",,,,1537,2000,4481,7679,12832,12982,13682,12948,13847,13508,12839,12369,12754,13282,15507,18831,20117,22422,27619,32957
"G1701350","Illinois","170","Montgomery County","1350",,,,,2953,4490,6277,13979,25314,28078,30003,30836,35311,41403,35278,34499,32460,31244,30260,31686,30728,30652,30104
"G1701370","Illinois","170","Morgan County","1370",,,,,12714,19547,16064,22112,28463,31514,32636,35006,34420,33567,34240,36378,35568,36571,36174,37502,36397,36616,35547
"G1701390","Illinois","170","Moultrie County","1390",,,,,,,3234,6385,10385,13699,14481,15224,14630,14839,13247,13477,13171,13635,13263,14546,13930,14287,14846
"G1701410","Illinois","170","Ogle County","1410",,,,,,3479,10020,22888,27492,29937,28710,29129,27864,26830,28118,29869,33429,38106,42867,46338,45957,51032,53497
"G1701430","Illinois","170","Peoria County","1430",,,,,,6153,17547,36601,47540,55355,70378,88608,100255,111710,141344,153374,174347,189044,195318,200466,182827,183433,186494
"G1701450","Illinois","170","Perry County","1450",,,,,1215,3222,5278,9552,13723,16007,17529,19830,22088,22901,22767,23438,21684,19184,19757,21714,21412,23094,22350
"G1701470","Illinois","170","Piatt County","1470",,,,,,,1606,6127,10953,15583,17062,17706,16376,15714,15588,14659,13970,14960,15509,16581,15548,16365,16729
"G1701490","Illinois","170","Pike County","1490",,,,,2396,11728,18819,27249,30768,33751,31000,31595,28622,26866,24357,25340,22155,20552,19185,18896,17577,17384,16430
"G1701510","Illinois","170","Pope County","1510",,,,2610,3316,4094,3975,6742,11437,13256,14016,13585,11215,9625,7996,7999,5779,4061,3857,4404,4373,4413,4470
"G1701530","Illinois","170","Pulaski County","1530",,,,,,,2265,3943,8752,9507,11355,14554,15650,14629,14834,15875,13639,10490,8741,8840,7523,7348,6161
"G1701550","Illinois","170","Putnam County","1550",,,,,1310,2131,3924,5587,6280,5554,4730,4746,7561,7579,5235,5289,4746,4570,5007,6085,5730,6086,6006
"G1701570","Illinois","170","Randolph County","1570",,,,3492,4429,7944,11079,17205,20859,25690,25049,28001,29120,29109,29313,33608,31673,29988,31379,35652,34583,33893,33476
"G1701590","Illinois","170","Richland County","1590",,,,,,,4012,9711,12803,15545,15019,16391,15970,14044,14053,17137,16889,16299,16829,17587,16545,16149,16233
"G1701610","Illinois","170","Rock Island County","1610",,,,,,2610,6937,21005,29783,38302,41917,55249,70404,92297,98191,113323,133558,150991,166734,165968,148723,149374,147546
"G1701630","Illinois","170","St. Clair County","1630",,,,5253,7078,13631,20180,37694,51068,61806,66571,86685,119870,136520,157775,166899,205995,262509,285176,267531,262852,256082,270056
"G1701650","Illinois","170","Saline County","1650",,,,,,,5588,9331,12714,15940,19342,21685,30204,38353,37100,38066,33420,26227,25721,28448,26551,26733,24913
"G1701670","Illinois","170","Sangamon County","1670",,,,,12960,14716,19228,32274,46352,52894,61195,71593,91024,100262,111733,117912,131484,146539,161335,176089,178386,188951,197465
"G1701690","Illinois","170","Schuyler County","1690",,,,,2959,6972,10573,14684,17419,16249,16013,16129,14852,13285,11676,11430,9613,8746,8135,8365,7498,7189,7544
"G1701710","Illinois","170","Scott County","1710",,,,,,6215,7914,9069,10530,10741,10304,10455,10067,9489,8539,8176,7245,6377,6096,6142,5644,5537,5355
"G1701730","Illinois","170","Shelby County","1730",,,,,2972,6659,7807,14613,25476,30270,31191,32126,31693,29601,25471,26290,24434,23404,22589,23923,22261,22893,22363
"G1701750","Illinois","170","Stark County","1750",,,,,,1573,3710,9004,10751,11207,9982,10186,10098,9693,9184,8881,8721,8152,7510,7389,6534,6332,5994
"G1701770","Illinois","170","Stephenson County","1770",,,,,,2800,11666,25112,30608,31963,31338,34933,36821,37743,40064,40646,41595,46207,48861,49536,48052,48979,47711
"G1701790","Illinois","170","Tazewell County","1790",,,,,4716,7221,12052,21470,27903,29666,29556,33221,34027,38540,46082,58362,76165,99789,118649,132078,123692,128485,135394
"G1701810","Illinois","170","Union County","1810",,,,2362,3239,5524,7615,11181,16518,18102,21549,22610,21856,20249,19883,21528,20500,17645,16071,17765,17619,18293,17808
"G1701830","Illinois","170","Vermilion County","1830",,,,,5836,9303,11492,19800,30388,41588,49905,65635,77996,86162,89339,86791,87079,96176,97047,95222,88257,83919,81625
"G1701850","Illinois","170","Wabash County","1850",,,,,2710,4240,4690,7313,8841,9945,11866,12583,14913,14034,13197,13724,14651,14047,12841,13713,13111,12937,11947
"G1701870","Illinois","170","Warren County","1870",,,,,308,6739,8176,18336,23174,22933,21281,23163,23313,21488,21745,21286,21981,21587,21595,21943,19181,18735,17707
"G1701890","Illinois","170","Washington County","1890",,,,1517,1675,4810,6953,13731,17599,21112,19262,19526,18759,18035,16286,15801,14460,13569,13780,15472,14965,15148,14716
"G1701910","Illinois","170","Wayne County","1910",,,,1114,2553,5133,6825,12223,19758,21291,23806,27626,25697,22772,19130,22092,20933,19008,17004,18059,17241,17151,16760
"G1701930","Illinois","170","White County","1930",,,,4828,6091,7919,8925,12403,16846,23087,25005,25386,23052,20081,18149,20027,20935,19373,17312,17864,16522,15371,14665
"G1701950","Illinois","170","Whiteside County","1950",,,,,,2514,5361,18737,27503,30885,30854,34710,34507,36174,39019,43338,49336,59887,62877,65970,60186,60653,58498
"G1701970","Illinois","170","Will County","1970",,,,,,10167,16703,29321,43013,53422,62007,74764,84371,92911,110732,114210,134336,191617,249498,324460,357313,502266,677560
"G1701990","Illinois","170","Williamson County","1990",,,,,,4457,7216,12205,17329,19324,22226,27796,45098,61092,53880,51424,48621,46117,49021,56538,57733,61296,66357
"G1702010","Illinois","170","Winnebago County","2010",,,,,,4609,11773,24491,29301,30505,39938,47845,63153,90929,117373,121178,152385,209765,246623,250884,252913,278418,295266
