GISJOIN,STATE,STATEA,COUNTY,COUNTYA,A00AA1790,A00AA1800,A00AA1810,A00AA1820,A00AA1830,A00AA1840,A00AA1850,A00AA1860,A00AA1870,A00AA1880,A00AA1890,A00AA1900,A00AA1910,A00AA1920,A00AA1930,A00AA1940,A00AA1950,A00AA1960,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010
"G5100690","Virginia","510","Frederick County","0690",19681,24744,22574,24706,26046,14242,15975,16546,16596,17553,17880,13239,12787,12461,13167,14008,17537,21941,28893,34150,45723,59209,78305
"G5100710","Virginia","510","Giles County","0710",,,3745,4521,5274,5307,6570,6883,5875,8794,9090,10793,11623,11901,12804,14635,18956,17219,16741,17810,16366,16657,17286
"G5100715","Virginia","510","Gilmer County","0715",,,,,,,3475,3759,,,,,,,,,,,,,,,
"G5100730","Virginia","510","Gloucester County","0730",13498,8181,10427,9678,10608,10715,10527,10956,10211,11876,11653,12832,12477,11894,11019,9548,10343,11919,14059,20107,30131,34780,36858
"G5100750","Virginia","510","Goochland County","0750",9053,9696,10203,10007,10369,9760,10352,10656,10313,10292,9958,9519,9237,8863,7953,8454,8934,9206,10069,11761,14163,16863,21717
"G5100770","Virginia","510","Grayson County","0770",,3912,4941,5598,7675,9087,6677,8252,9587,13068,14394,16853,19856,19816,20017,21916,21379,17390,15439,16579,16278,17917,15533
"G5100775","Virginia","510","Greenbrier County","0775",6015,4345,5914,7041,9006,8695,10022,12211,,,,,,,,,,,,,,,
"G5100790","Virginia","510","Greene County","0790",,,,,,4232,4400,5022,4634,5830,5622,6214,6937,6369,5980,5218,4745,4715,5248,7625,10297,15244,18403
"G5100810","Virginia","510","Greensville County","0810",6362,6727,6853,6858,7117,6366,5639,6374,6362,8407,8230,9758,11890,11606,13388,14866,16319,16155,9604,10903,8853,11560,12243
"G5100830","Virginia","510","Halifax County","0830",14722,19377,22133,19060,28034,25936,25962,26520,27828,33588,34424,37197,40044,41374,41283,41271,41442,33637,30076,30599,29033,37355,36241
"G5100833","Virginia","510","Hampshire County","0833",7346,8348,9784,10889,11279,12295,14036,13913,,,,,,,,,,,,,,,
"G5100837","Virginia","510","Hancock County","0837",,,,,,,4050,4445,,,,,,,,,,,,,,,
"G5100850","Virginia","510","Hanover County","0850",14754,14403,15082,15267,16253,14968,15153,17222,16455,18588,17402,17618,17200,18088,17009,18500,21985,27550,37479,50398,63306,86320,99863
"G5100853","Virginia","510","Hardy County","0853",7336,6627,5525,5700,6798,7622,9543,9864,,,,,,,,,,,,,,,
"G5100857","Virginia","510","Harrison County","0857",2080,4848,9958,10932,14722,17669,11728,13790,,,,,,,,,,,,,,,
"G5100870","Virginia","510","Henrico County","0870",12000,9149,9945,11600,12737,33076,43572,61616,66179,82703,103394,30062,23437,18972,30310,41960,57340,117339,154364,180735,217881,262300,306935
"G5100890","Virginia","510","Henry County","0890",8479,5259,5611,5624,7100,7335,8872,12105,12303,16009,18208,19265,18459,20238,20088,26481,31219,40335,50901,57654,56942,57930,54151
"G5100910","Virginia","510","Highland County","0910",,,,,,,4227,4319,4151,5164,5352,5647,5317,4931,4525,4875,4069,3221,2529,2937,2635,2536,2321
"G5100930","Virginia","510","Isle of Wight County","0930",9028,9342,9186,10139,10517,9972,9353,9977,8320,10572,11313,13102,14929,14433,13409,13381,14906,17164,18285,21603,25053,29728,35270
"G5100935","Virginia","510","Jackson County","0935",,,,,,4890,6544,8306,,,,,,,,,,,,,,,
"G5100950","Virginia","510","James City County","0950",4070,3931,4094,3161,3838,3779,4020,5798,4425,5422,5643,3688,6338,6138,3879,4907,6317,11539,17853,22763,34859,48102,67009
"G5100953","Virginia","510","Jefferson County","0953",,,11851,13087,12927,14082,15357,14535,,,,,,,,,,,,,,,
"G5100955","Virginia","510","Jefferson County (1790)","0955",4765,,,,,,,,,,,,,,,,,,,,,,
"G5100957","Virginia","510","Kanawha County","0957",,3239,3866,6399,9326,13567,15353,16150,,,,,,,,,,,,,,,
"G5100970","Virginia","510","King and Queen County","0970",9377,9879,10988,11798,11644,10862,10319,10328,9709,10502,9669,9265,9576,9161,7618,6954,6299,5889,5491,5968,6289,6630,6945
"G5100990","Virginia","510","King George County","0990",7366,6749,6454,6116,6397,5927,5971,6571,5742,6397,6641,6918,6378,5762,5297,5431,6710,7243,8039,10543,13527,16803,23584
"G5101010","Virginia","510","King William County","1010",8128,9055,9285,9697,9812,9258,8779,8530,7515,8751,9605,8380,8547,8739,7929,7855,7589,7563,7497,9334,10913,13146,15935
"G5101030","Virginia","510","Lancaster County","1030",5638,5375,5592,5517,4801,4628,4708,5151,5355,6160,7191,8949,9752,9757,8896,8786,8640,9174,9126,10129,10896,11567,11391
"G5101050","Virginia","510","Lee County","1050",,3538,4694,4256,6461,8441,10267,11032,13268,15116,18216,19856,23840,25293,30419,39296,36106,25824,20321,25956,24496,23589,25587
"G5101053","Virginia","510","Lewis County","1053",,,,4247,6241,8151,10031,7999,,,,,,,,,,,,,,,
"G5101055","Virginia","510","Lincoln County","1055",6548,,,,,,,,,,,,,,,,,,,,,,
"G5101057","Virginia","510","Logan County","1057",,,,,3680,4309,3620,4938,,,,,,,,,,,,,,,
"G5101070","Virginia","510","Loudoun County","1070",18962,20523,21338,22702,21939,20431,22079,21774,20929,23634,23274,21948,21167,20577,19852,20291,21147,24549,37150,57427,86129,169599,312311
"G5101090","Virginia","510","Louisa County","1090",8467,11892,11900,13746,16151,15433,16691,16701,16332,18942,16997,16517,16578,17089,14309,13665,12826,12959,14004,17825,20325,25627,33153
"G5101110","Virginia","510","Lunenburg County","1110",8959,10381,12265,10662,11957,11055,11692,11983,10403,11535,11372,11705,12780,15260,14058,13844,14116,12523,11687,12124,11419,13146,12914
"G5101130","Virginia","510","Madison County","1130",,8322,8381,8490,9236,8107,9331,8854,8670,10562,10225,10216,10055,9595,8952,8465,8273,8187,8638,10232,11949,12520,13308
"G5101131","Virginia","510","Madison County (1790)","1131",5772,,,,,,,,,,,,,,,,,,,,,,
"G5101133","Virginia","510","Marion County","1133",,,,,,,10552,12722,,,,,,,,,,,,,,,
"G5101135","Virginia","510","Marshall County","1135",,,,,,6937,10138,12997,,,,,,,,,,,,,,,
"G5101137","Virginia","510","Mason County","1137",,,1991,4868,6534,6777,7539,9173,,,,,,,,,,,,,,,
"G5101139","Virginia","510","Mason County (1790)","1139",2729,,,,,,,,,,,,,,,,,,,,,,
"G5101150","Virginia","510","Mathews County","1150",,5806,4227,6920,7664,7442,6714,7091,6200,7501,7584,8239,8922,8447,7884,7149,7148,7121,7168,7995,8348,9207,8978
"G5101155","Virginia","510","McDowell County","1155",,,,,,,,1535,,,,,,,,,,,,,,,
"G5101170","Virginia","510","Mecklenburg County","1170",14733,17008,18453,19786,20477,20724,20630,20096,21318,24610,25359,26551,28956,31208,32622,31933,33497,31428,29426,29444,29241,32380,32727
"G5101175","Virginia","510","Mercer County","1175",,,,,,2233,4222,6819,,,,,,,,,,,,,,,
"G5101177","Virginia","510","Mercer County (1790)","1177",7091,,,,,,,,,,,,,,,,,,,,,,
"G5101190","Virginia","510","Middlesex County","1190",4140,4203,4414,4057,4122,4392,4394,4364,4981,6252,7458,8220,8852,8157,7273,6673,6715,6319,6295,7719,8653,9932,10959
"G5101193","Virginia","510","Monongalia County","1193",4768,8540,12793,11060,14056,17368,12387,13048,,,,,,,,,,,,,,,
"G5101197","Virginia","510","Monroe County","1197",,4188,5444,6620,7798,8422,10204,10757,,,,,,,,,,,,,,,
"G5101210","Virginia","510","Montgomery County","1210",13228,9044,8409,8733,12306,7405,8359,10617,12556,16693,17742,15852,17268,18595,19605,21206,29780,32923,47157,63516,73913,83629,94392
"G5101215","Virginia","510","Morgan County","1215",,,,2500,2694,4253,3557,3732,,,,,,,,,,,,,,,
"G5101230","Virginia","510","Nansemond County","1230",9010,11127,10324,10494,11784,10795,12283,13693,11576,15903,19692,23078,26886,20199,22530,22771,25238,31366,35166,,,,
"G5101250","Virginia","510","Nelson County","1250",,,9684,10137,11254,12287,12758,13015,13898,16536,15336,16075,16821,17277,16345,16241,14042,12752,11702,12204,12778,14445,15020
"G5101255","Virginia","510","Nelson County (1790)","1255",11315,,,,,,,,,,,,,,,,,,,,,,
"G5101270","Virginia","510","New Kent County","1270",6239,6363,6478,6630,6458,6230,6064,5884,4381,5515,5511,4865,4682,4541,4300,4092,3995,4504,5300,8781,10445,13462,18429
"G5101275","Virginia","510","Nicholas County","1275",,,,1853,3346,2515,3963,4627,,,,,,,,,,,,,,,
"G5101290","Virginia","510","Norfolk County","1290",14524,12493,13679,15478,14992,27569,33036,36227,46702,58657,77038,50780,52744,57358,30082,35828,99937,51612,,,,,
"G5101310","Virginia","510","Northampton County","1310",6889,6763,7474,7705,8641,7715,7498,7832,8046,9152,10313,13770,16672,17852,18565,17597,17300,16966,14442,14625,13061,13093,12389
"G5101330","Virginia","510","Northumberland County","1330",9163,7803,8308,8016,7953,7924,7346,7531,6863,7929,7885,9846,10777,11518,11081,10463,10012,10185,9239,9828,10524,12259,12330
"G5101350","Virginia","510","Nottoway County","1350",,9401,9278,9658,10130,9719,8437,8836,9291,11156,11582,12366,13462,14161,14866,15556,15479,15141,14260,14666,14993,15725,15853
"G5101355","Virginia","510","Ohio County","1355",5212,4740,8175,9182,15584,13357,18006,22422,,,,,,,,,,,,,,,
"G5101370","Virginia","510","Orange County","1370",9921,11449,12323,12913,14637,9125,10067,10851,10396,13052,12814,12571,13486,13320,12070,12649,12755,12900,13792,18063,21421,25881,33481
"G5101390","Virginia","510","Page County","1390",,,,,,6194,7600,8109,8462,9965,13092,13794,14147,14770,14852,14863,15152,15572,16581,19401,21690,23177,24042
"G5101410","Virginia","510","Patrick County","1410",,4331,4695,5089,7395,8032,9609,9359,10161,12833,14147,15403,17195,16850,15787,16613,15642,15282,15282,17647,17473,19407,18490
"G5101415","Virginia","510","Pendleton County","1415",2452,3962,4239,4846,6271,6940,5795,6164,,,,,,,,,,,,,,,
"G5101430","Virginia","510","Pittsylvania County","1430",11579,12697,17172,21323,26034,26398,28796,32104,31343,52589,59941,46894,50709,56493,61424,61697,66096,58296,58789,66147,55655,61745,63506
"G5101433","Virginia","510","Pleasants County","1433",,,,,,,,2945,,,,,,,,,,,,,,,
"G5101437","Virginia","510","Pocahontas County","1437",,,,,2542,2922,3598,3958,,,,,,,,,,,,,,,
"G5101450","Virginia","510","Powhatan County","1450",6822,7769,8073,8292,8517,7924,8178,8392,7667,7817,6791,6824,6099,6552,6143,5671,5556,6747,7696,13062,15328,22377,28046
"G5101455","Virginia","510","Preston County","1455",,,,3422,5144,6866,11708,13312,,,,,,,,,,,,,,,
"G5101470","Virginia","510","Prince Edward County","1470",8100,10962,12409,12577,14107,14069,11857,11844,12004,14668,14694,15045,14266,14767,14520,14922,15398,14121,14379,16456,17320,19720,23368
"G5101490","Virginia","510","Prince George County","1490",8173,7425,8050,8030,8367,7175,7596,8411,7820,10054,7872,7752,7848,12915,10311,12226,19679,20270,29092,25733,27394,33047,35725
"G5101510","Virginia","510","Princess Anne County","1510",7793,8859,9498,8768,9102,7285,7669,7714,8273,9394,9510,11192,11526,13626,16282,19984,42277,76124,,,,,
"G5101530","Virginia","510","Prince William County","1530",11615,12733,11311,9419,9330,8144,8129,8565,7504,9180,9805,11112,12026,13660,13951,17738,22612,50164,111102,144703,215686,280813,402002
"G5101550","Virginia","510","Pulaski County","1550",,,,,,3739,5118,5416,6538,8755,12790,14609,17246,17111,20566,22767,27758,27258,29564,35229,34496,35127,34872
"G5101553","Virginia","510","Putnam County","1553",,,,,,,5335,6301,,,,,,,,,,,,,,,
"G5101555","Virginia","510","Raleigh County","1555",,,,,,,1765,3367,,,,,,,,,,,,,,,
"G5101557","Virginia","510","Randolph County","1557",951,1826,2854,3357,5000,6208,5243,4990,,,,,,,,,,,,,,,
"G5101570","Virginia","510","Rappahannock County","1570",,,,,,9257,9782,8850,8261,9291,8678,8843,8044,8070,7717,7208,6112,5368,5199,6093,6622,6983,7373
"G5101590","Virginia","510","Richmond County","1590",6985,13744,6214,5706,6055,5965,6448,6856,6503,7195,7146,7088,7415,7434,6878,6634,6189,6375,5841,6952,7273,8809,9254
"G5101593","Virginia","510","Ritchie County","1593",,,,,,,3902,6847,,,,,,,,,,,,,,,
"G5101597","Virginia","510","Roane County","1597",,,,,,,,5381,,,,,,,,,,,,,,,
"G5101610","Virginia","510","Roanoke County","1610",,,,,,5499,8477,8048,9350,13105,30101,15837,19623,22395,35289,42897,41486,61693,67339,72945,79332,85778,92376
"G5101630","Virginia","510","Rockbridge County","1630",6548,8945,10318,11945,14244,14284,16045,17248,16058,20003,23062,21799,21171,20626,20902,22384,23359,24039,16637,17911,18350,20808,22307
"G5101650","Virginia","510","Rockingham County","1650",7449,10374,12753,14784,20683,17344,20294,23408,23668,29567,31299,33527,34903,30047,29709,31289,35079,40485,47890,57038,57482,67725,76314
"G5101670","Virginia","510","Russell County","1670",3338,4808,6319,5536,6714,7878,11919,10280,11103,13906,16126,18031,23474,26786,25957,26627,26818,26290,24533,31761,28667,30308,28897
"G5101690","Virginia","510","Scott County","1690",,,,4263,5724,7303,9829,12072,13036,17233,21694,22694,23814,24776,24181,26989,27640,25813,24376,25068,23204,23403,23177
"G5101710","Virginia","510","Shenandoah County","1710",10510,13823,13646,18926,19750,11618,13768,13896,14936,18204,19671,20253,20942,20808,20655,20898,21169,21825,22852,27559,31636,35075,41993
"G5101730","Virginia","510","Smyth County","1730",,,,,,6522,8162,8952,8898,12160,13360,17121,20326,22125,25125,28861,30187,31066,31349,33366,32370,33081,32208
"G5101750","Virginia","510","Southampton County","1750",12864,13925,13497,14170,16074,14525,13521,12915,12285,18012,20078,22848,26302,27555,26870,26442,26522,27195,18582,18731,17550,17482,18570
"G5101770","Virginia","510","Spotsylvania County","1770",11252,13002,13296,14254,15134,15161,14911,16076,11728,14828,14233,9239,9935,10571,10056,9905,11920,13819,16424,34435,57403,90395,122397
"G5101790","Virginia","510","Stafford County","1790",9588,9971,9830,9517,9362,8454,8044,8555,6420,7211,7362,8097,8070,8104,8050,9548,11902,16876,24587,40470,61236,92446,128961
"G5101810","Virginia","510","Surry County","1810",6227,6535,6855,6594,7109,6480,5679,6133,5585,7391,8256,8469,9715,9305,7096,6193,6220,6220,5882,6046,6145,6829,7058
"G5101830","Virginia","510","Sussex County","1830",10549,11062,11362,11884,12720,11229,9820,10175,7885,10062,11100,12082,13664,12834,12100,12485,12785,12411,11464,10874,10248,12504,12087
"G5101835","Virginia","510","Taylor County","1835",,,,,,,5367,7463,,,,,,,,,,,,,,,
"G5101850","Virginia","510","Tazewell County","1850",,2127,3007,3916,5749,6290,9942,9920,10791,12861,19899,23384,24946,27840,32477,41607,47512,44791,39816,50511,45960,44598,45078
"G5101853","Virginia","510","Tucker County","1853",,,,,,,,1428,,,,,,,,,,,,,,,
"G5101855","Virginia","510","Tyler County","1855",,,,2314,4104,6954,5498,6517,,,,,,,,,,,,,,,
"G5101857","Virginia","510","Upshur County","1857",,,,,,,,7292,,,,,,,,,,,,,,,
"G5101870","Virginia","510","Warren County","1870",,,,,,5627,6607,6442,5716,7399,8280,8837,8589,8852,8340,11352,14801,14655,15301,21200,26142,31584,37575
"G5101890","Virginia","510","Warwick County","1890",1690,1659,1835,1608,1570,1456,1546,1740,1672,2258,6650,4888,6041,11417,8829,9248,39875,,,,,,
"G5101910","Virginia","510","Washington County","1910",5625,9536,12156,12444,15614,13001,14612,16892,16816,25203,29020,28995,32830,32376,33850,38197,37536,38076,40835,46487,45887,51103,54876
"G5101913","Virginia","510","Wayne County","1913",,,,,,,4760,6747,,,,,,,,,,,,,,,
"G5101917","Virginia","510","Webster County","1917",,,,,,,,1555,,,,,,,,,,,,,,,
"G5101930","Virginia","510","Westmoreland County","1930",7722,,8102,6901,8396,8019,8080,8282,7682,8846,8399,9243,9313,10240,8497,9512,10148,11042,12142,14041,15480,16718,17454
"G5101933","Virginia","510","Wetzel County","1933",,,,,,,4284,6703,,,,,,,,,,,,,,,
"G5101937","Virginia","510","Wirt County","1937",,,,,,,3353,3751,,,,,,,,,,,,,,,
"G5101950","Virginia","510","Wise County","1950",,,,,,,,4508,4785,7772,9345,19653,34162,46500,51167,52458,56336,43579,35947,43863,39573,40123,41452
"G5101953","Virginia","510","Wood County","1953",,1217,3036,5860,6429,7923,9450,11046,,,,,,,,,,,,,,,
"G5101955","Virginia","510","Woodford County","1955",9210,,,,,,,,,,,,,,,,,,,,,,
"G5101957","Virginia","510","Wyoming County","1957",,,,,,,1645,2861,,,,,,,,,,,,,,,
"G5101970","Virginia","510","Wythe County","1970",,6380,8356,9692,12163,9375,12024,12305,11611,14318,18019,20437,20372,20217,20704,22721,23327,21975,22139,25522,25466,27599,29235
"G5101990","Virginia","510","York County","1990",5233,3231,5187,4384,5354,4720,4460,4949,7198,7349,7596,7482,7757,8046,7615,8857,11750,21583,33203,35463,42422,56297,65464
"G5105100","Virginia","510","Alexandria city","5100",,,,,,,,,,,,14528,15329,18060,24149,33523,61787,91023,110938,103217,111183,128283,139966
"G5105150","Virginia","510","Bedford city","5150",,,,,,,,,,,,,,,,,,,6011,5991,6073,6299,6222
"G5105200","Virginia","510","Bristol city","5200",,,,,,,,,,,,4579,6247,6729,8840,9768,15954,17144,14857,19042,18426,17367,17835
"G5105300","Virginia","510","Buena Vista city","5300",,,,,,,,,,,,2388,3245,3911,4002,4335,5214,6300,6425,6717,6406,6349,6650
"G5105400","Virginia","510","Charlottesville city","5400",,,,,,,,,,,,6449,6765,10688,15245,19400,25969,29427,38880,39916,40341,45049,43475
"G5105500","Virginia","510","Chesapeake city","5500",,,,,,,,,,,,,,,,,,,89580,114486,151976,199184,222209
"G5105600","Virginia","510","Clifton Forge City","5600",,,,,,,,,,,,,5748,6164,6839,6461,5795,5268,5501,5046,4679,4289,
"G5105700","Virginia","510","Colonial Heights city","5700",,,,,,,,,,,,,,,,,6077,9587,15097,16509,16064,16897,17411
"G5105800","Virginia","510","Covington city","5800",,,,,,,,,,,,,,,,,,11062,10060,9063,6991,6303,5961
"G5105900","Virginia","510","Danville city","5900",,,,,,,,,,,,16520,19020,21539,22247,32749,35066,46577,46391,45642,53056,48411,43055
"G5105950","Virginia","510","Emporia city","5950",,,,,,,,,,,,,,,,,,,5300,4840,5306,5665,5927
"G5106000","Virginia","510","Fairfax city","6000",,,,,,,,,,,,,,,,,,,21970,19390,19622,21498,22565
"G5106100","Virginia","510","Falls Church city","6100",,,,,,,,,,,,,,,,,7535,10192,10772,9515,9578,10377,12332
"G5106200","Virginia","510","Franklin city","6200",,,,,,,,,,,,,,,,,,,6880,7308,7864,8346,8582
"G5106300","Virginia","510","Fredericksburg city","6300",,,,,,,,,,,,5068,5874,5882,6819,10066,12158,13639,14450,15322,19027,19279,24286
"G5106400","Virginia","510","Galax city","6400",,,,,,,,,,,,,,,,,,5254,6278,6524,6670,6837,7042
"G5106500","Virginia","510","Hampton city","6500",,,,,,,,,,,,,,,6382,5898,5966,89258,120779,122617,133793,146437,137436
"G5106600","Virginia","510","Harrisonburg city","6600",,,,,,,,,,,,,,5875,7232,8768,10810,11916,14605,19671,30707,40468,48914
"G5106700","Virginia","510","Hopewell city","6700",,,,,,,,,,,,,,1397,11327,8679,10219,17895,23471,23397,23101,22354,22591
"G5106780","Virginia","510","Lexington city","6780",,,,,,,,,,,,,,,,,,,7597,7292,6959,6867,7042
"G5106800","Virginia","510","Lynchburg city","6800",,,,,,,,,,,,18891,29494,30070,40661,44541,47727,54790,54083,66743,66049,65269,75568
"G5106830","Virginia","510","Manassas city","6830",,,,,,,,,,,,,,,,,,,,15438,27957,35135,37821
"G5106850","Virginia","510","Manassas Park city","6850",,,,,,,,,,,,,,,,,,,,6524,6734,10290,14273
"G5106855","Virginia","510","Manchester City","6855",,,,,,,,,,,,9715,,,,,,,,,,,
"G5106900","Virginia","510","Martinsville city","6900",,,,,,,,,,,,,,,7705,10080,17251,18798,19653,18149,16162,15416,13821
"G5107000","Virginia","510","Newport News city","7000",,,,,,,,,,,,19635,20205,35596,34417,37067,42358,113662,138177,144903,170045,180150,180719
"G5107100","Virginia","510","Norfolk city","7100",,6926,9193,8478,9814,,,,,,,46624,67452,115777,129710,144332,213513,305872,307951,266979,261229,234403,242803
"G5107200","Virginia","510","Norton city","7200",,,,,,,,,,,,,,,,,,4996,4001,4757,4247,3904,3958
"G5107300","Virginia","510","Petersburg city","7300",,3521,5668,6690,8322,,,,,,22680,21810,24127,31012,28564,30631,35054,36750,36103,41055,38386,33740,32420
"G5107350","Virginia","510","Poquoson city","7350",,,,,,,,,,,,,,,,,,,,8726,11005,11566,12150
"G5107400","Virginia","510","Portsmouth city","7400",,,,,,,,,,,,17427,33190,54387,45704,50745,80039,114773,110963,104577,103907,100565,95535
"G5107500","Virginia","510","Radford city","7500",,,,,,,,,,,,3344,4202,4627,6227,6990,9026,9371,11596,13225,15940,15859,16408
"G5107600","Virginia","510","Richmond city","7600",,5737,9735,12067,16060,,,,,,,85050,127628,171667,182929,193042,230310,219958,249621,219214,203056,197790,204214
"G5107700","Virginia","510","Roanoke city","7700",,,,,,,,,,,,21495,34874,50842,69206,69287,91921,97110,92115,100220,96397,94911,97032
"G5107750","Virginia","510","Salem city","7750",,,,,,,,,,,,,,,,,,,21982,23958,23756,24747,24802
"G5107800","Virginia","510","South Boston City","7800",,,,,,,,,,,,,,,,,,5974,6889,7093,6997,,
"G5107805","Virginia","510","South Norfolk City","7805",,,,,,,,,,,,,,,7857,8038,10434,22035,,,,,
"G5107900","Virginia","510","Staunton city","7900",,,,,,,,,,,,7289,10604,10623,11990,13337,19927,22232,24504,21857,24461,23853,23746
"G5108000","Virginia","510","Suffolk city","8000",,,,,,,,,,,,,,9123,10271,11343,12339,12609,9858,47621,52141,63677,84585
"G5108100","Virginia","510","Virginia Beach city","8100",,,,,,,,,,,,,,,,,,8091,172106,262199,393069,425257,437994
"G5108200","Virginia","510","Waynesboro city","8200",,,,,,,,,,,,,,,,,12357,15694,16707,15329,18549,19520,21006
"G5108300","Virginia","510","Williamsburg city","8300",,,,1402,,,,,,,,2044,,,3778,3942,6735,6832,9069,9870,11530,11998,14068
"G5108305","Virginia","510","Williamsburg County","8305",,,,,,,,,,,,,,,,,,,,,,,
"G5108400","Virginia","510","Winchester city","8400",,,,,,,,,,,,5161,5864,6883,10855,12095,13841,15110,14643,20217,21947,23585,26203
"G5108999","Virginia","510","Independent Cities [multi-city reporting area]","8999",,,,,,,,,,,,,,,,,0,,,,,,
"G5109993","Virginia","510","Virginia (KY part) [multi-county reporting area]","9993",73677,,,,,,,,,,,,,,,,,,,,,,
"G5109997","Virginia","510","Virginia (non-KY part) [multi-county reporting area]","9997",747610,,,,,,,,,,,,,,,,,,,,,,
"G5300010","Washington","530","Adams County","0010",,,,,,,,,,,2098,4840,10920,9623,7719,6209,6584,9929,12014,13267,13603,16428,18728
"G5300030","Washington","530","Asotin County","0030",,,,,,,,,,,1580,3366,5831,6539,8136,8365,10878,12909,13799,16823,17605,20551,21623
"G5300050","Washington","530","Benton County","0050",,,,,,,,,,,,,7937,10903,10952,12053,51370,62070,67540,109444,112560,142475,175177
"G5300055","Washington","530","Chehalis County","0055",,,,,,,,,,,9249,15124,35590,,,,,,,,,,
"G5300070","Washington","530","Chelan County","0070",,,,,,,,,,,,3931,15104,20906,31634,34412,39301,40744,41355,45061,52250,66616,72453
"G5300090","Washington","530","Clallam County","0090",,,,,,,,,,,2771,5603,6755,11368,20449,21848,26396,30022,34770,51648,56464,64525,71404
"G5300110","Washington","530","Clark County","0110",,,,,,,,,,,11709,13419,26115,32805,40316,49852,85307,93809,128454,192227,238053,345238,425363
"G5300130","Washington","530","Columbia County","0130",,,,,,,,,,,6709,7128,7042,6093,5325,5549,4860,4569,4439,4057,4024,4064,4078
"G5300150","Washington","530","Cowlitz County","0150",,,,,,,,,,,5917,7877,12561,11791,31906,40155,53369,57801,68616,79548,82119,92948,102410
"G5300170","Washington","530","Douglas County","0170",,,,,,,,,,,3161,4926,9227,9392,7561,8651,10817,14890,16787,22144,26205,32603,38431
"G5300190","Washington","530","Ferry County","0190",,,,,,,,,,,,4562,4800,5143,4292,4701,4096,3889,3655,5811,6295,7260,7551
"G5300210","Washington","530","Franklin County","0210",,,,,,,,,,,696,486,5153,5877,6137,6307,13563,23342,25816,35025,37473,49347,78163
"G5300230","Washington","530","Garfield County","0230",,,,,,,,,,,3897,3918,4199,3875,3662,3383,3204,2976,2911,2468,2248,2397,2266
"G5300250","Washington","530","Grant County","0250",,,,,,,,,,,,,8698,7771,5666,14668,24346,46477,41881,48522,54758,74698,89120
"G5300270","Washington","530","Grays Harbor County","0270",,,,,,,,,,,,,,44745,59982,53166,53644,54465,59553,66314,64175,67194,72797
"G5300290","Washington","530","Island County","0290",,,,,,,,,,,1787,1870,4704,5489,5369,6098,11079,19638,27011,44048,60195,71558,78506
"G5300310","Washington","530","Jefferson County","0310",,,,,,,,,,,8368,5712,8337,6557,8346,8918,11618,9639,10661,15965,20146,25953,29872
"G5300330","Washington","530","King County","0330",,,,,,,,,,,63989,110053,284638,389273,463517,504980,732992,935014,1156633,1269749,1507319,1737034,1931249
"G5300350","Washington","530","Kitsap County","0350",,,,,,,,,,,4624,6767,17647,33162,30776,44387,75724,84176,101732,147152,189731,231969,251133
"G5300370","Washington","530","Kittitas County","0370",,,,,,,,,,,8777,9704,18561,17737,18154,20230,22235,20467,25039,24877,26725,33362,40915
"G5300390","Washington","530","Klickitat County","0390",,,,,,,,,,,5167,6407,10180,9268,9825,11357,12049,13455,12138,15822,16616,19161,20318
"G5300410","Washington","530","Lewis County","0410",,,,,,,,,,,11499,15157,32127,36840,40034,41393,43755,41858,45467,56025,59358,68600,75455
"G5300430","Washington","530","Lincoln County","0430",,,,,,,,,,,9312,11969,17539,15141,11876,11361,10970,10919,9572,9604,8864,10184,10570
"G5300450","Washington","530","Mason County","0450",,,,,,,,,,,2826,3810,5156,4919,10060,11603,15022,16251,20918,31184,38341,49405,60699
"G5300470","Washington","530","Okanogan County","0470",,,,,,,,,,,1467,4689,12887,17094,18519,24546,29131,25520,25867,30639,33350,39564,41120
"G5300490","Washington","530","Pacific County","0490",,,,,,,,,,,4358,5983,12532,14891,14970,15928,16558,14674,15796,17237,18882,20984,20920
"G5300510","Washington","530","Pend Oreille County","0510",,,,,,,,,,,,,,6363,7155,7156,7413,6914,6025,8580,8915,11732,13001
"G5300530","Washington","530","Pierce County","0530",,,,,,,,,,,50940,55515,120812,144127,163842,182081,275876,321590,411027,485643,586203,700820,795225
"G5300550","Washington","530","San Juan County","0550",,,,,,,,,,,2072,2928,3603,3605,3097,3157,3245,2872,3856,7838,10035,14077,15769
"G5300570","Washington","530","Skagit County","0570",,,,,,,,,,,8747,14272,29241,33373,35142,37650,43273,51350,52381,64138,79555,102979,116901
"G5300590","Washington","530","Skamania County","0590",,,,,,,,,,,774,1688,2887,2357,2891,4633,4788,5207,5845,7919,8289,9872,11066
"G5300610","Washington","530","Snohomish County","0610",,,,,,,,,,,8514,23950,59209,67690,78861,88754,111580,172199,265236,337720,465642,606024,713335
"G5300630","Washington","530","Spokane County","0630",,,,,,,,,,,37487,57542,139404,141289,150477,164652,221561,278333,287487,341835,361364,417939,471221
"G5300650","Washington","530","Stevens County","0650",,,,,,,,,,,4341,10543,25297,21605,18550,19275,18580,17884,17405,28979,30948,40066,43531
"G5300670","Washington","530","Thurston County","0670",,,,,,,,,,,9675,9927,17581,22366,31351,37285,44884,55049,76894,124264,161238,207355,252264
"G5300690","Washington","530","Wahkiakum County","0690",,,,,,,,,,,2526,2819,3285,3472,3862,4286,3835,3426,3592,3832,3327,3824,3978
